replica1,replica2,replica3,replica4,replica5,replica6,replica7,replica8,replica9,replica10,replica11,replica12,replica13,replica14,replica15,replica16,replica17,replica18,replica19,replica20,replica21,replica22,replica23,replica24,replica25
-25.7955,-20.2897,-21.0124,-18.215,-21.3576,-22.9669,-19.3285,-21.8356,-20.0921,-25.9454,-25.2381,-20.7807,-20.4245,-20.0942,-19.0526,-20.7761,-19.4685,-19.5954,-21.5257,-21.1985,-23.1089,-19.0803,-20.9527,-18.6276,-18.5681
-22.6924,-22.3784,-25.2726,-18.6911,-22.6371,-21.065,-24.7567,-20.973,-24.8101,-21.4738,-22.7882,-19.7947,-20.7212,-25.3475,-24.4738,-25.1456,-24.3726,-25.8227,-20.6511,-21.5119,-25.4971,-24.7402,-21.5912,-24.2598,-20.6538
-40.1896,-39.4841,-38.2726,-38.8926,-39.8534,-39.7219,-37.9421,-39.5005,-39.1937,-39.183,-37.2472,-39.7828,-39.2422,-39.0332,-39.5157,-39.5874,-39.6586,-38.3938,-39.6823,-38.8092,-38.7377,-39.8043,-39.3422,-39.8275,-39.5086
-47.1137,-46.5649,-47.4869,-48.2636,-45.8217,-46.8593,-47.9959,-46.6812,-48.1732,-45.3808,-52.6001,-42.6316,-48.0785,-46.5523,-44.2669,-48.0394,-47.4346,-47.608,-47.9959,-45.7971,-48.2604,-47.9518,-46.4514,-47.8398,-48.1716
-21.6913,-22.337,-22.4301,-20.4657,-22.1636,-22.2057,-22.8896,-19.6773,-22.1287,-22.4125,-22.2174,-22.9825,-23.6143,-23.4971,-22.4834,-21.532,-21.8162,-23.5847,-20.7255,-21.9519,-23.1798,-23.8096,-20.496,-22.4479,-20.9077
-17.1145,-19.6456,-20.309,-14.5714,-19.344,-15.0122,-19.4728,-19.5525,-14.4022,-14.2688,-18.0854,-14.7701,-17.5881,-19.1642,-17.9464,-14.49,-13.6508,-19.092,-16.6907,-15.5338,-15.0506,-18.4011,-18.7978,-20.6143,-18.4122
-47.9185,-38.8948,-48.5837,-45.8179,-44.4231,-46.698,-42.2823,-48.1855,-39.4303,-34.8465,-32.7786,-43.6963,-46.7753,-33.9787,-35.4154,-38.4996,-33.299,-26.4801,-45.0196,-30.6571,-38.86,-44.1932,-42.9346,-46.6309,-48.062
-13.5586,-12.8037,-13.2292,-11.5379,-12.96,-12.284,-11.6284,-14.4919,-13.4138,-11.17,-9.0428,-12.5748,-11.9094,-12.3103,-13.1858,-14.7588,-12.7835,-16.2262,-14.2884,-13.1718,-12.5913,-13.4083,-12.3415,-11.0015,-11.8084
-32.1288,-23.0842,-34.0774,-32.5081,-25.4052,-29.799,-28.2066,-32.2987,-33.0263,-35.6911,-33.3135,-32.1909,-26.7851,-33.5659,-33.5613,-28.5103,-32.349,-28.5929,-29.5322,-32.0255,-34.8369,-30.311,-31.7281,-29.0852,-28.8601
-36.947,-31.2893,-35.3794,-32.0613,-34.8049,-36.9858,-40.3164,-33.3897,-37.8546,-30.2813,-37.6091,-35.7741,-33.6863,-36.4523,-38.4076,-38.4502,-35.3464,-36.4194,-34.7265,-35.7315,-37.6414,-39.778,-36.9729,-35.7057,-38.4914
-35.2433,-36.6806,-33.8752,-34.9303,-33.0417,-33.4156,-33.0667,-37.828,-32.9673,-29.802,-34.5848,-37.9239,-33.8305,-36.5921,-36.8252,-33.5913,-33.3262,-33.6537,-36.0573,-37.3517,-35.7235,-38.5225,-34.6448,-33.2571,-35.0783
-39.3539,-33.6413,-35.0338,-36.7837,-38.9043,-36.1273,-32.4951,-30.2201,-37.5665,-37.2082,-35.3442,-35.1709,-37.419,-36.7618,-37.1944,-37.6355,-39.8987,-34.6437,-31.6601,-32.2964,-30.7636,-36.9442,-34.3688,-36.4235,-38.0306
-31.1119,-31.5753,-30.3843,-28.4946,-31.4106,-30.5658,-30.8825,-31.4128,-31.0355,-31.1632,-32.3553,-30.7765,-30.1237,-30.856,-31.6909,-31.3384,-31.3635,-31.7773,-31.7202,-30.6653,-31.7722,-31.0936,-31.6337,-31.735,-31.2502
-25.6686,-26.0791,-25.4218,-25.2256,-25.4689,-25.6487,-27.5083,-26.8847,-25.5496,-25.684,-26.1213,-27.1516,-25.3418,-26.2582,-26.1335,-25.3856,-26.4353,-25.5634,-25.4902,-25.9559,-27.2345,-26.3643,-23.8316,-25.054,-25.5942
-24.669,-27.7466,-28.8504,-23.3121,-29.1144,-29.1076,-28.1031,-23.7612,-23.3949,-25.8456,-23.2006,-23.0287,-27.4324,-28.6904,-28.902,-30.6167,-28.3249,-28.8098,-28.0792,-25.4201,-28.9728,-27.4669,-29.9202,-26.1973,-27.9778
-29.4176,-28.9517,-29.4081,-28.9043,-29.6122,-30.2221,-30.1632,-28.6001,-30.2523,-29.27,-29.3564,-25.6057,-28.3487,-29.546,-28.6755,-29.3836,-30.0571,-29.7159,-27.8222,-30.3619,-30.7403,-28.245,-27.9154,-29.5552,-27.3417
-41.6016,-41.8594,-42.846,-40.868,-41.0687,-43.1056,-40.8239,-42.3928,-42.2651,-41.7856,-43.2276,-42.1804,-42.8994,-43.2273,-45.1431,-42.39,-42.8306,-41.5824,-42.5684,-42.3899,-42.3669,-40.832,-41.0145,-42.5987,-41.7457
-27.7134,-26.9568,-26.8072,-27.5485,-26.493,-26.1967,-27.1939,-28.9551,-28.6813,-27.7786,-27.0496,-27.2912,-27.4715,-28.5276,-26.6775,-28.3607,-27.2356,-28.4729,-28.1148,-27.601,-27.1034,-27.8795,-28.5628,-28.232,-29.1782
-25.3332,-25.9802,-26.8089,-26.112,-26.5661,-24.8334,-26.9667,-26.6304,-26.9267,-25.8327,-25.8875,-26.3049,-26.8257,-25.1077,-26.2736,-25.1021,-25.3216,-25.679,-25.1935,-26.5716,-24.556,-25.2701,-26.3142,-25.4555,-24.7432
-26.6292,-29.9224,-20.4276,-24.7768,-28.6309,-29.3645,-26.7278,-22.4883,-24.4972,-24.2241,-14.603,-10.8919,-20.7324,-26.1949,-24.1067,-18.2327,-19.8791,-25.4264,-22.4904,-26.786,-28.4959,-20.5183,-14.9767,-27.1105,-19.4336
-23.1611,-22.0442,-21.9219,-24.563,-23.645,-24.0851,-23.0769,-24.582,-20.8929,-24.4928,-23.7856,-24.1038,-23.8686,-23.7138,-23.5653,-23.5739,-25.3202,-22.4695,-24.6698,-23.913,-25.0015,-23.589,-23.4397,-23.7573,-22.9719
-28.3727,-28.6659,-31.3832,-31.9483,-30.5286,-29.854,-29.8753,-32.0832,-31.9571,-30.4855,-28.7028,-31.1077,-33.0918,-30.1936,-32.9816,-31.2726,-28.1132,-29.1337,-30.5651,-33.1516,-29.5528,-32.5411,-29.7715,-32.4327,-31.6605
-39.0168,-37.4794,-40.6068,-40.6713,-41.2503,-37.1216,-39.1584,-37.7653,-33.4646,-40.0656,-36.3916,-34.5721,-37.8591,-37.3299,-38.5054,-39.7914,-36.6405,-38.9567,-36.0364,-39.1904,-35.573,-37.3674,-39.0596,-39.4232,-35.2866
-37.0693,-33.201,-31.3894,-33.0043,-35.5507,-31.5644,-35.6568,-31.8242,-31.4662,-34.7604,-33.3011,-34.6854,-34.0798,-35.8162,-35.5937,-34.5916,-36.1695,-31.2369,-29.3671,-34.9438,-32.7066,-33.4814,-38.2695,-34.6131,-34.3268
-35.2315,-35.53,-35.0079,-36.1736,-34.8401,-35.1971,-34.9431,-33.6041,-35.9427,-34.596,-33.8272,-33.8064,-34.3519,-35.2692,-35.2777,-35.226,-34.943,-34.9457,-35.4095,-34.104,-35.1003,-33.4928,-33.4008,-33.6189,-34.543
-32.9212,-32.5574,-27.8421,-32.4591,-32.3903,-29.2902,-30.3326,-32.2696,-32.2619,-32.6481,-31.7881,-31.4616,-30.6083,-31.9678,-32.8202,-30.6245,-30.2141,-32.4869,-30.8196,-31.7786,-30.2323,-31.6137,-30.7108,-31.1326,-30.7635
-30.6583,-27.6374,-27.3226,-26.0685,-26.2087,-24.3209,-26.3016,-26.7739,-25.3816,-26.8989,-26.4094,-27.6135,-27.4631,-27.4823,-27.679,-28.3141,-27.2542,-28.7481,-26.6404,-27.2019,-27.0946,-27.7034,-26.7956,-27.1087,-31.5074
-33.2767,-23.4062,-29.5035,-33.0089,-28.0964,-31.9514,-28.5762,-26.976,-34.022,-30.0455,-28.5164,-30.0256,-31.0593,-33.3296,-31.2355,-28.6489,-32.8711,-27.8648,-32.2403,-27.7259,-29.8964,-29.0086,-27.698,-27.6899,-29.7929
-37.5704,-35.8585,-37.6799,-36.3672,-34.8423,-34.3197,-34.8796,-35.1795,-36.8405,-36.342,-33.8192,-34.2301,-35.9996,-37.5136,-38.2397,-37.0049,-38.8007,-34.2375,-35.1094,-34.689,-34.3641,-35.8103,-35.0544,-36.3216,-38.2956
-46.5381,-46.0087,-38.6833,-37.3793,-37.8875,-35.9952,-37.6644,-43.9794,-37.9704,-43.1276,-39.624,-38.6144,-35.7518,-42.4763,-38.8036,-38.1985,-37.43,-38.4788,-38.0964,-44.1555,-46.9731,-37.8283,-36.4778,-37.057,-37.3092
-48.4292,-49.0985,-47.6801,-50.5413,-52.177,-53.1036,-49.2746,-50.567,-47.7536,-49.7564,-44.9979,-48.8598,-52.3682,-49.6914,-50.7396,-49.9474,-51.4052,-51.647,-49.7924,-49.6036,-42.0664,-48.5831,-51.2754,-50.5108,-49.4557
-32.2635,-27.969,-31.0027,-30.9221,-31.6747,-30.6662,-31.2973,-30.6535,-30.9604,-32.1528,-31.4,-31.6914,-27.8206,-31.6963,-31.2054,-33.4465,-32.1709,-28.7494,-30.2928,-31.8022,-28.5687,-29.6971,-30.4827,-29.7301,-30.3107
-27.3139,-25.5321,-25.2631,-25.7103,-31.7623,-30.893,-25.7218,-30.4818,-25.5233,-26.3784,-25.0728,-31.9653,-25.1159,-25.4681,-27.5397,-25.1973,-33.8438,-31.6916,-25.458,-24.9011,-25.0452,-25.6065,-27.3905,-28.944,-29.9396
-31.6137,-23.3715,-28.334,-21.3868,-21.8705,-23.7214,-21.5485,-23.8289,-27.3065,-26.0743,-19.2856,-23.3135,-29.0144,-22.3873,-20.965,-22.0337,-23.8247,-23.1214,-22.4361,-21.013,-19.9127,-24.5934,-21.7919,-21.7823,-26.3964
-27.0637,-26.1523,-24.8963,-26.6725,-27.8592,-26.4645,-26.8331,-28.5518,-30.1486,-28.3556,-27.7096,-29.57,-28.0074,-25.8843,-26.9423,-27.5337,-26.4922,-26.1339,-27.6061,-27.8549,-26.9707,-28.8425,-27.2815,-27.8378,-27.1609
-30.1893,-28.8598,-33.0782,-29.9495,-33.5474,-33.9897,-32.4579,-32.9134,-30.1674,-32.0861,-28.7324,-29.7967,-29.713,-29.6241,-33.2806,-32.2535,-29.903,-28.046,-32.1355,-31.3995,-29.7691,-31.4187,-31.6328,-29.9795,-30.9846
-17.1642,-17.8193,-18.5101,-16.9588,-19.8245,-17.6756,-18.4249,-16.3964,-18.0859,-17.4137,-18.3484,-17.2465,-18.3314,-16.6311,-17.5765,-16.7503,-19.1563,-17.0437,-19.1383,-18.5352,-16.8536,-17.3359,-17.6173,-15.8805,-17.4118
-38.4366,-32.4484,-39.559,-29.778,-28.2569,-30.9774,-33.8672,-29.1311,-30.2576,-31.1247,-30.7917,-27.5444,-30.8927,-31.3639,-27.0643,-31.733,-33.6499,-32.9722,-28.2378,-33.5875,-34.4272,-35.648,-33.2937,-32.0687,-30.9889
-40.6223,-36.8112,-40.7384,-40.6758,-33.4299,-38.0636,-37.7864,-30.9304,-32.1851,-38.4917,-38.7293,-32.5699,-42.17,-40.5965,-31.845,-38.4872,-34.9765,-40.7813,-34.562,-39.9349,-35.7216,-33.2052,-39.3838,-32.7379,-31.795
-37.785,-37.4186,-37.7218,-37.8408,-38.1777,-37.6949,-36.1877,-37.9018,-37.5033,-37.4811,-37.5998,-37.7777,-37.2265,-37.2364,-37.4066,-37.8979,-37.6565,-37.2192,-37.6772,-37.3224,-37.8811,-37.5759,-37.0162,-37.7085,-38.4168
-26.8823,-31.0466,-26.7204,-28.8963,-28.587,-24.497,-31.4191,-25.6331,-30.0977,-28.7669,-25.2245,-30.2764,-31.9327,-23.9109,-32.205,-26.5829,-25.9137,-27.5675,-25.9741,-28.4547,-28.1763,-21.6686,-31.1808,-30.6935,-28.5992
-17.7927,-27.8455,-26.9749,-21.2924,-19.712,-26.8231,-34.1515,-21.7443,-30.5549,-36.708,-29.6658,-34.7212,-22.0979,-21.6337,-31.7892,-30.8228,-22.5789,-24.9748,-19.5121,-19.6588,-15.5424,-33.8493,-31.8646,-31.7821,-33.8559
-26.0583,-24.4037,-25.3949,-25.8525,-35.5611,-24.9923,-26.4685,-27.9598,-26.0309,-26.5926,-25.446,-25.2772,-25.1518,-27.1104,-26.1332,-24.1114,-25.7918,-25.708,-23.9728,-26.0279,-23.3508,-25.7752,-34.8241,-28.9725,-25.1771
-34.3223,-31.3264,-38.9422,-40.1288,-39.9325,-38.4998,-38.6651,-27.2123,-30.2362,-39.1255,-38.39,-38.8849,-37.1144,-37.2098,-30.7331,-27.4489,-26.3507,-37.8378,-38.8234,-27.4194,-28.28,-35.9284,-26.4657,-39.6018,-33.3134
-26.2381,-29.3455,-26.9753,-26.8068,-28.189,-28.1969,-27.9774,-30.2556,-26.0325,-25.4133,-26.5585,-27.2771,-26.5032,-26.9346,-27.9708,-27.808,-26.3466,-27.0923,-25.0931,-28.3897,-28.8606,-27.4271,-28.0595,-26.9265,-27.4999
-24.5749,-24.5979,-24.6551,-25.6914,-26.5101,-25.5176,-23.3436,-22.294,-25.3359,-26.632,-26.8979,-26.1102,-24.6061,-25.1017,-25.6487,-26.2033,-25.3059,-26.3661,-24.7597,-25.4487,-25.6678,-24.1809,-25.0944,-26.696,-25.5872
-21.483,-24.0017,-21.604,-22.0507,-22.9946,-23.2685,-22.6755,-22.7483,-22.7399,-25.9847,-24.3749,-19.7538,-22.9086,-23.35,-20.8536,-20.5707,-23.8089,-20.8009,-23.9849,-24.1501,-23.6455,-23.8418,-21.4898,-23.263,-19.7997
-20.4795,-17.9237,-18.2991,-19.4129,-19.0343,-20.098,-21.0119,-18.9999,-18.5611,-21.0171,-19.1607,-19.5321,-17.6227,-21.7889,-21.2805,-18.2037,-18.4497,-18.7801,-19.531,-20.6139,-17.5048,-20.0224,-18.4528,-18.6572,-18.7931
-35.2527,-32.9544,-34.2977,-31.7598,-26.7866,-21.8864,-35.5374,-35.2707,-35.4496,-34.9541,-31.9836,-35.7125,-33.5274,-34.3672,-34.353,-36.0492,-34.4226,-34.8542,-34.8592,-32.542,-34.3856,-33.7091,-33.7231,-35.2212,-31.8809
-26.3742,-25.1558,-26.7689,-24.2851,-23.5035,-22.5439,-26.7607,-24.6011,-25.2532,-23.9998,-26.5397,-26.4625,-26.4024,-26.4043,-25.2796,-24.6038,-26.0448,-24.2956,-24.0761,-25.6724,-24.7857,-26.8481,-25.655,-26.3038,-25.4819
-55.5171,-44.7485,-58.5211,-54.7572,-56.6055,-52.5787,-56.6568,-51.921,-52.6759,-52.9604,-54.1022,-56.4241,-53.4618,-57.3212,-59.7245,-44.4431,-53.4827,-52.4669,-56.8916,-62.3238,-49.8834,-50.8068,-51.8143,-56.5549,-49.7857
-34.7997,-32.5392,-29.5435,-34.1893,-33.916,-34.2554,-31.4268,-33.1118,-29.6273,-32.4972,-32.3205,-33.8254,-34.0129,-32.3239,-34.3337,-30.351,-33.3864,-33.1213,-33.4984,-33.1711,-32.4554,-34.1271,-32.7566,-33.648,-33.5337
-22.1661,-18.531,-14.2884,-23.3424,-21.6415,-15.2663,-20.2712,-17.4229,-17.0346,-19.4354,-16.976,-18.1046,-22.5235,-21.1249,-22.8766,-22.387,-21.6056,-19.2569,-17.0683,-19.6694,-21.9378,-19.5448,-15.1708,-22.6148,-20.1761
-24.0197,-33.9545,-27.3765,-28.7812,-31.2658,-31.7722,-32.1275,-31.3951,-26.6556,-27.9586,-27.7124,-31.9607,-31.9734,-34.4337,-32.7751,-29.4153,-31.1318,-30.9359,-36.099,-35.6008,-29.1124,-26.0371,-26.9104,-27.1951,-26.4853
-20.952,-22.1093,-19.7653,-20.2684,-20.3668,-19.3081,-20.5925,-19.9994,-20.3135,-20.8074,-20.1033,-19.9327,-21.7674,-21.9379,-20.5593,-20.8632,-20.0223,-19.7777,-20.7864,-21.8382,-21.0278,-18.9281,-21.013,-19.2466,-21.153
-21.913,-25.2018,-21.1101,-25.003,-24.0111,-21.7427,-24.8224,-22.8854,-25.9357,-24.7423,-22.0455,-25.6479,-21.9545,-27.0631,-23.298,-23.7514,-21.5378,-25.1768,-23.1774,-23.0385,-23.8849,-21.0614,-23.5252,-23.6511,-21.5326
-29.5956,-32.0879,-32.4847,-32.3062,-33.0555,-34.0402,-33.2667,-30.9704,-31.436,-31.6345,-32.598,-30.332,-33.2679,-33.0346,-33.9712,-31.436,-33.3986,-32.8803,-32.1692,-30.6569,-31.5579,-31.0337,-32.4325,-28.871,-32.6161
-36.9961,-36.5324,-37.2638,-37.2943,-37.1317,-37.3117,-33.351,-37.578,-37.5642,-37.5791,-35.194,-35.4014,-37.1118,-36.4951,-36.9905,-38.0169,-38.7988,-36.2833,-38.2387,-37.4854,-33.1762,-37.5162,-35.7235,-38.3679,-36.4747
-42.1253,-37.2209,-42.4174,-35.3599,-41.4213,-42.4074,-37.7657,-34.4649,-39.6974,-41.1714,-37.1722,-40.3148,-42.99,-40.0371,-39.7511,-40.02,-37.6011,-41.0103,-44.0107,-39.7557,-39.1256,-40.1238,-38.2373,-43.523,-42.2107
-19.0586,-18.051,-20.1049,-18.359,-19.4456,-19.7133,-19.246,-18.9583,-19.9624,-19.5754,-17.9837,-19.8778,-18.0835,-19.7752,-19.6314,-18.5258,-20.0994,-19.9675,-20.1821,-19.9428,-20.987,-19.9766,-20.1417,-19.8005,-19.1111
-38.2311,-36.152,-38.7034,-40.1485,-38.7358,-37.085,-38.8796,-35.7987,-36.1107,-39.3864,-40.098,-35.4254,-38.0493,-37.7584,-40.4694,-29.3549,-36.207,-39.5716,-39.5247,-36.747,-38.6899,-37.978,-36.1785,-37.6306,-31.549
-18.3185,-20.917,-20.9716,-23.1407,-21.7982,-21.2046,-22.9676,-23.0352,-18.5259,-21.4579,-20.0227,-20.4026,-21.9586,-24.3931,-22.2497,-23.5492,-25.2257,-24.9981,-22.9348,-22.7475,-21.8476,-19.7477,-18.3287,-23.5509,-23.7856
-42.1417,-38.4107,-37.2396,-37.1544,-36.7966,-43.28,-37.8333,-38.8723,-36.5921,-34.712,-38.7719,-36.8356,-33.574,-37.9319,-39.6084,-40.6064,-38.7069,-36.0099,-35.4457,-36.9897,-36.9647,-40.4771,-40.8688,-40.8045,-42.1371
-16.4487,-16.9376,-17.4022,-16.1729,-16.3204,-13.232,-19.9946,-16.2114,-16.3541,-15.6136,-17.2188,-16.7255,-16.3435,-18.1741,-17.0912,-18.334,-17.5409,-14.1552,-15.1737,-17.6776,-17.3159,-18.4671,-15.973,-17.361,-11.3997
-38.9915,-40.6301,-37.5289,-34.6313,-33.7282,-39.7248,-41.2478,-40.1412,-36.8182,-34.5509,-38.4406,-34.8092,-34.2973,-24.1785,-33.2262,-34.9227,-34.3214,-35.8286,-35.7459,-34.2252,-33.9374,-38.1441,-34.2834,-37.3556,-37.9232
-33.3169,-28.9806,-31.594,-33.3124,-29.79,-31.8649,-27.7726,-30.3805,-31.2773,-31.5973,-31.3116,-30.8821,-30.3481,-33.2655,-33.0635,-30.6579,-31.7616,-30.4496,-27.5266,-32.7929,-28.3173,-32.2954,-32.1206,-31.6809,-30.2058
-35.6634,-33.454,-34.2347,-32.9244,-34.446,-33.3831,-34.2192,-21.5888,-35.5482,-32.7601,-32.2802,-33.4207,-26.4621,-32.4793,-34.0417,-36.122,-33.2976,-31.548,-36.11,-32.7104,-32.7327,-31.2078,-35.6261,-33.9413,-24.3435
-14.4366,-16.4416,-18.5999,-15.174,-13.8314,-18.4607,-19.2783,-11.1417,-16.8238,-18.0742,-18.7324,-19.886,-17.1065,-20.1087,-9.236,-16.8054,-17.9909,-15.9139,-6.8085,-15.4898,-16.4886,-19.6209,-19.2613,-14.1572,-12.5495
-16.9217,-16.0598,-30.6784,-25.8359,-33.1081,-23.453,-24.3658,-13.3562,-26.2003,-28.1391,-21.8667,-22.4095,-27.3768,-19.3573,-28.0628,-16.4778,-33.181,-27.6074,-18.5647,-31.4834,-21.1804,-38.3382,-17.7302,-21.1,-29.4063
-32.0767,-31.2502,-32.1251,-31.3906,-32.7887,-30.8531,-28.9539,-29.9464,-32.0545,-33.1661,-29.7767,-30.2281,-29.9321,-32.3106,-33.415,-31.6995,-26.4435,-32.3437,-34.5459,-30.118,-31.0728,-31.702,-31.8527,-31.8528,-29.3606
-21.8589,-23.7536,-26.8494,-24.516,-25.2919,-24.9909,-26.3567,-27.339,-26.6557,-25.5593,-26.7275,-25.3183,-23.5134,-25.2111,-25.5969,-26.7677,-25.7829,-25.8938,-26.0013,-25.0966,-24.7223,-24.6851,-25.0364,-27.251,-25.9951
-34.8379,-42.2264,-37.4616,-44.646,-36.4718,-42.7345,-34.7746,-43.9541,-41.8213,-44.6967,-37.9141,-43.3776,-34.3025,-38.9541,-36.6875,-44.0317,-43.5415,-39.8017,-38.5814,-44.4025,-37.2356,-39.5154,-35.2506,-44.5996,-38.3631
-22.0068,-18.231,-22.3211,-21.3814,-22.249,-19.7331,-20.9845,-19.6103,-21.218,-20.9794,-21.6113,-21.4161,-21.9394,-20.0512,-21.4555,-20.6831,-20.7435,-21.2139,-22.0324,-20.0981,-23.0109,-19.7109,-20.4799,-15.4163,-21.5954
-38.8399,-33.7398,-36.4077,-34.2897,-33.8697,-34.4829,-33.7372,-39.659,-32.1473,-31.2559,-34.7437,-36.1035,-36.2364,-37.7825,-34.0992,-32.7997,-34.9245,-36.123,-33.7131,-32.6086,-39.472,-38.0798,-34.1683,-35.3364,-35.0079
-32.5146,-32.5281,-31.9714,-32.9194,-32.8736,-30.5975,-32.8254,-33.0942,-29.563,-29.2521,-34.0722,-31.6651,-30.9463,-29.7789,-31.8016,-31.4724,-31.8961,-31.1065,-34.0175,-33.6488,-33.6396,-31.2689,-33.6335,-31.6253,-32.4508
-40.7835,-41.089,-41.1329,-41.9583,-40.6643,-41.4711,-41.1819,-41.6815,-40.6563,-41.7622,-40.9985,-40.8365,-40.2695,-41.2675,-40.9424,-41.3379,-41.7769,-41.0929,-41.1171,-41.0906,-41.32,-40.9845,-41.3398,-41.0312,-40.6424
-25.4677,-23.871,-24.9355,-24.6326,-23.0449,-25.0266,-24.2948,-24.5964,-22.761,-24.142,-23.7351,-21.3579,-22.2176,-23.8479,-23.1215,-23.4484,-23.5034,-23.2778,-23.0652,-23.9853,-24.443,-25.0208,-22.1586,-22.6927,-24.4846
-45.8987,-46.5958,-47.0436,-46.682,-46.5894,-45.9044,-46.5649,-46.8556,-45.4358,-47.0782,-46.691,-47.4018,-46.7819,-44.632,-47.6231,-47.1945,-46.6811,-46.5622,-43.0197,-46.1652,-46.8825,-46.9523,-44.4397,-46.236,-46.5825
-27.0271,-29.1208,-28.3969,-29.244,-29.0456,-27.5041,-26.5782,-28.2003,-27.2293,-29.1231,-29.6961,-31.1878,-26.8553,-28.7606,-31.2257,-28.3796,-30.644,-27.8115,-27.562,-30.2343,-28.3028,-26.5027,-26.9597,-27.8274,-31.1951
-30.002,-29.5502,-32.5401,-30.6231,-30.443,-27.0875,-31.2505,-31.7609,-24.6262,-30.5852,-31.4074,-30.3258,-32.7328,-30.2395,-32.6666,-30.6852,-31.2152,-32.0294,-34.3803,-33.7289,-31.1925,-29.92,-29.657,-30.2388,-29.5443
-38.9965,-40.4513,-39.3233,-40.1397,-40.5267,-40.3615,-41.7448,-38.8325,-40.4335,-37.929,-38.7895,-43.3606,-40.1457,-40.1628,-39.3781,-39.4185,-42.6223,-39.7373,-40.3531,-42.5533,-35.4071,-41.5843,-38.3388,-40.1387,-39.0536
-25.5352,-25.9481,-25.1494,-27.134,-26.4476,-25.2622,-26.7665,-23.6582,-26.635,-26.1833,-25.3414,-27.5881,-24.9698,-25.0445,-26.5956,-26.9419,-26.7546,-26.6198,-26.0628,-25.8728,-25.0791,-25.8381,-26.3733,-25.3724,-24.815
-31.2628,-28.9948,-33.5535,-36.9566,-28.9937,-34.7359,-31.0249,-31.7306,-31.8001,-35.6384,-32.8306,-32.5936,-34.7611,-34.1048,-28.5683,-28.1662,-30.9307,-35.8802,-30.3915,-32.1093,-36.011,-21.8627,-32.5133,-31.9013,-25.7391
-29.6953,-29.91,-26.2533,-27.5123,-31.148,-28.0857,-31.2537,-27.8709,-28.0867,-27.5789,-27.1928,-31.2162,-30.2341,-30.3487,-31.1847,-28.3166,-30.6597,-27.1983,-29.8501,-29.6009,-29.6468,-31.1943,-29.7708,-29.6062,-27.2875
-18.6987,-20.8662,-20.7849,-23.2576,-20.9075,-26.0885,-23.9576,-21.6854,-18.5586,-24.3528,-23.8258,-21.9837,-22.1631,-20.966,-25.8093,-18.6531,-23.1102,-17.6734,-23.4014,-20.9476,-21.975,-22.7277,-22.362,-20.3019,-21.4698
-19.1231,-22.8079,-20.7516,-21.9784,-19.6397,-20.0515,-21.3622,-19.6448,-19.9879,-22.1002,-20.1149,-22.252,-20.7599,-20.218,-22.2443,-12.3918,-22.4651,-22.5529,-18.7786,-15.5459,-20.0768,-22.1147,-20.9816,-21.3197,-21.458
-37.7131,-32.9355,-27.7265,-33.7128,-32.8304,-32.8395,-35.9506,-39.074,-31.8502,-33.3172,-33.0518,-37.1372,-31.4744,-31.7902,-37.6309,-31.2994,-33.748,-34.4861,-30.8263,-31.6183,-30.2008,-32.027,-36.4454,-31.012,-31.554
-31.8184,-31.7909,-33.4219,-31.64,-32.4221,-30.1634,-29.4945,-28.0537,-30.8954,-31.9266,-32.8127,-31.3175,-30.2256,-31.027,-31.3809,-33.2877,-31.981,-34.9331,-30.0856,-29.8749,-30.7945,-29.7637,-33.5799,-29.8323,-31.5374
-24.5526,-24.0304,-24.9094,-22.8442,-27.8949,-22.968,-21.8211,-28.6628,-26.0054,-29.3936,-28.2535,-24.0598,-25.7529,-26.3529,-21.1172,-26.5072,-26.1217,-25.1677,-25.0558,-24.2084,-27.8141,-22.2163,-24.2725,-28.3586,-22.0634
-36.533,-33.8972,-35.1573,-26.7748,-30.7684,-38.5705,-38.4563,-38.6236,-34.941,-36.1936,-36.9301,-35.8857,-30.9081,-31.5796,-26.0009,-34.6395,-38.5146,-32.5848,-37.5842,-28.8493,-33.9531,-36.5899,-34.4085,-36.6672,-32.056
-30.4532,-31.462,-31.5687,-31.5444,-31.8501,-31.5155,-30.7485,-30.2293,-30.6452,-29.6801,-29.7141,-30.1747,-31.4709,-32.3403,-30.5004,-32.4067,-31.6749,-33.1391,-31.0118,-29.9247,-31.1224,-31.3699,-31.159,-31.6079,-28.4964
-39.0825,-39.1637,-38.0977,-38.9935,-38.8976,-39.001,-39.2437,-39.1112,-39.4622,-35.6183,-39.2188,-35.5839,-38.9509,-37.7414,-39.46,-38.5832,-37.0092,-35.6198,-37.6059,-39.2407,-36.4814,-39.2049,-35.9548,-37.4852,-38.1807
-12.6837,-22.048,-9.3781,-17.0298,-13.0536,-24.9657,-9.8137,-17.0732,-17.4176,-17.3965,-14.127,-20.6037,-17.6954,-15.9814,-18.7284,-14.3896,-13.1926,-17.3943,-17.735,-11.6909,-20.9148,-23.5607,-20.5243,-19.2565,-18.2626
-20.9421,-23.4526,-20.3105,-27.2774,-24.2325,-23.7361,-22.1192,-20.2115,-21.343,-24.5658,-20.8447,-24.5501,-25.2693,-24.721,-23.8476,-21.3054,-21.7984,-24.3085,-20.0399,-23.8679,-24.8125,-19.7797,-22.2881,-22.9886,-21.7859
