replica1,replica2,replica3,replica4,replica5,replica6,replica7,replica8,replica9,replica10,replica11,replica12,replica13,replica14,replica15,replica16,replica17,replica18,replica19,replica20,replica21,replica22,replica23,replica24,replica25
-26.1487,-24.8882,-24.688,-24.3581,-24.0685,-24.2508,-23.2199,-23.693,-23.7277,-24.6028,-24.4073,-23.826,-21.9699,-25.5528,-25.2554,-23.9985,-24.7115,-26.1545,-24.6858,-23.6898,-23.883,-24.7846,-24.0548,-24.4841,-24.9805
-16.6994,-16.4371,-15.5976,-16.4944,-18.6217,-15.2902,-16.0146,-15.2268,-17.0105,-15.6092,-18.377,-17.3544,-18.1866,-15.6635,-21.3236,-18.3573,-15.9396,-16.1655,-16.18,-15.8784,-16.5162,-19.6236,-16.2235,-18.3595,-16.4806
-40.7489,-40.41,-42.1395,-38.4841,-35.8987,-37.8602,-37.9841,-43.1696,-41.5489,-40.057,-36.6763,-39.2745,-37.1258,-42.7772,-39.2278,-41.3902,-37.9415,-38.5179,-39.7945,-43.4396,-40.7052,-41.7411,-36.1226,-41.4263,-34.9254
-31.8064,-34.2411,-34.2852,-33.6421,-33.8551,-32.3049,-33.4961,-32.3794,-33.2219,-33.7271,-32.8029,-35.1151,-36.0567,-36.5837,-31.8932,-34.822,-31.6755,-33.9407,-35.1717,-38.2859,-35.1301,-34.2007,-33.2589,-38.4264,-34.9763
-20.079,-17.8819,-15.9039,-19.8929,-17.8542,-19.538,-19.3506,-19.4094,-14.9562,-20.1131,-18.5769,-18.3747,-20.4215,-19.8519,-19.3858,-19.2244,-16.8746,-19.005,-19.7284,-18.5606,-20.503,-20.8573,-19.5635,-18.3308,-18.1847
-24.7498,-23.7576,-25.6056,-24.8517,-24.8305,-24.23,-25.6041,-23.6895,-25.3549,-24.9828,-25.358,-25.0647,-25.3055,-23.002,-24.449,-24.6907,-24.2826,-24.9793,-21.9809,-24.7374,-24.2238,-24.9212,-25.0642,-24.7693,-24.7574
-37.6577,-35.6331,-35.9548,-36.1211,-38.7713,-24.2318,-38.5422,-34.2896,-32.9596,-37.2806,-36.0448,-25.5089,-36.668,-40.9577,-31.1148,-40.3635,-40.4274,-36.1869,-42.0964,-41.3044,-38.701,-35.4618,-38.0329,-37.958,-36.6746
-57.3631,-43.606,-57.2338,-49.4744,-32.0076,-42.058,-41.2319,-52.3336,-47.0444,-45.3941,-47.989,-55.7328,-41.5498,-48.7145,-53.1243,-42.573,-49.6789,-58.9241,-40.5119,-32.5093,-41.9782,-54.0224,-44.1905,-55.0393,-41.9523
-36.9961,-38.8979,-40.2264,-35.6781,-35.9461,-37.8443,-40.6289,-39.3974,-37.664,-38.7001,-38.3439,-38.2605,-40.3077,-31.8532,-40.4647,-38.4886,-28.5771,-37.9583,-39.167,-36.0179,-37.8977,-31.105,-41.3507,-39.8653,-41.4749
-8.9417,-18.3816,-15.2456,-17.5038,-19.3152,-18.9433,-17.4415,-15.8828,-17.9134,-19.1923,-17.2987,-17.1301,-18.0871,-19.8041,-18.9168,-15.8703,-13.3256,-18.5986,-16.2331,-19.2021,-13.7957,-18.283,-19.2459,-18.4676,-18.0485
-25.379,-28.3579,-28.1094,-30.0409,-25.5389,-29.3838,-31.8262,-31.3121,-24.0632,-22.345,-30.2068,-30.0432,-24.6863,-26.3684,-24.5936,-30.8672,-29.5819,-29.8578,-21.9845,-28.0456,-23.3868,-27.5042,-28.4014,-18.3421,-22.4597
-18.3557,-26.1364,-16.9649,-21.1962,-21.7317,-21.1431,-26.2083,-21.5033,-23.624,-26.4225,-21.8341,-17.4836,-15.2414,-19.658,-25.5119,-22.6102,-23.1215,-24.7753,-22.4222,-23.63,-21.4378,-24.6933,-13.9397,-27.0719,-22.0988
-32.6166,-33.3794,-33.1574,-32.6151,-29.5192,-32.3347,-32.7862,-32.3361,-32.9124,-32.596,-32.0895,-33.007,-32.9236,-32.9803,-33.3394,-33.1196,-31.3472,-32.9441,-32.4193,-33.0494,-32.8879,-32.9431,-32.8285,-32.5829,-32.8039
-28.7041,-29.768,-29.426,-28.835,-30.5702,-30.7141,-31.1479,-29.7549,-29.0461,-30.5724,-30.9319,-31.645,-28.2853,-30.3353,-30.373,-29.8143,-30.9592,-30.3675,-30.6838,-31.1654,-31.7994,-27.5857,-27.7711,-30.1796,-31.8683
-36.9747,-37.6956,-42.0485,-36.4304,-37.894,-35.7365,-37.1455,-37.7844,-36.9773,-37.5822,-38.7616,-42.236,-35.2991,-39.1211,-39.3455,-38.2593,-36.5038,-36.3295,-39.4147,-38.7959,-36.1805,-35.8498,-37.2164,-39.6175,-37.0166
-25.7485,-25.6025,-24.1399,-19.2539,-20.6161,-18.1714,-16.6359,-17.5342,-19.2826,-26.8766,-25.6262,-25.5711,-22.0766,-26.1752,-22.9312,-22.7309,-27.5587,-29.8415,-22.9707,-21.1746,-18.0995,-22.0744,-25.3698,-21.8822,-29.925
-30.2571,-30.8803,-30.9351,-31.1631,-30.8472,-30.4486,-31.7837,-30.8219,-31.1148,-31.018,-31.0501,-31.3939,-30.5288,-30.8697,-31.0239,-31.0167,-27.6325,-30.5687,-30.8267,-30.2042,-30.8429,-30.0194,-30.5692,-29.9933,-30.8633
-35.6783,-34.2502,-34.3419,-35.5991,-34.473,-29.8725,-31.8042,-35.5395,-34.882,-31.7462,-36.7435,-34.2263,-34.4538,-32.4536,-31.105,-35.0543,-34.3958,-32.7698,-33.0577,-37.1309,-32.5542,-33.7022,-33.4736,-34.8671,-33.9519
-20.8172,-21.2768,-21.585,-21.8925,-21.4263,-23.2982,-19.7283,-20.8136,-22.0047,-22.4672,-22.6543,-17.464,-23.2526,-18.2654,-21.8494,-22.5129,-21.3461,-19.0848,-21.8207,-22.3776,-22.2767,-21.018,-20.0055,-21.816,-20.2019
-23.0855,-23.5646,-22.6419,-24.4719,-23.9712,-23.6937,-22.564,-23.378,-23.153,-22.6676,-22.1417,-25.1883,-24.4548,-24.3684,-22.7536,-24.6348,-23.184,-22.9783,-24.4407,-22.6744,-23.5353,-23.0136,-22.9387,-23.6445,-24.306
-57.2946,-48.2461,-45.1047,-52.9172,-48.8539,-30.4713,-53.0338,-47.6568,-45.2364,-48.4591,-41.8006,-48.8237,-51.1782,-39.5471,-42.919,-40.9974,-56.2882,-42.953,-44.4263,-52.9894,-53.5045,-50.5646,-46.9112,-54.5842,-54.9631
-40.7906,-40.1796,-40.3,-40.2123,-41.2455,-40.4696,-39.0598,-40.6954,-40.2488,-40.5727,-40.9937,-40.6666,-40.4919,-40.6751,-40.2165,-40.7729,-40.8109,-40.0679,-39.952,-40.0896,-40.6987,-40.2049,-40.3144,-40.3032,-40.5881
-36.4638,-37.1545,-36.5248,-36.6655,-36.6985,-36.3664,-36.1051,-35.8739,-36.0506,-37.1811,-36.0822,-37.4761,-36.4491,-38.9417,-36.9613,-37.8461,-36.8732,-38.1705,-37.4548,-36.7872,-36.7278,-37.8684,-37.6377,-37.2897,-36.1332
-33.6807,-33.8875,-34.0191,-33.5724,-36.3946,-35.5448,-33.0581,-34.5645,-33.5249,-34.5588,-33.4115,-32.736,-36.1838,-34.4883,-36.0923,-33.7234,-32.5466,-33.3997,-34.278,-34.9804,-35.2143,-37.3824,-33.7309,-33.2757,-34.4865
-27.909,-27.4696,-28.9218,-29.773,-27.9415,-28.7912,-22.9356,-28.4294,-27.1499,-31.1053,-28.2133,-27.2387,-28.9607,-29.8276,-27.9721,-29.2209,-28.2575,-29.5318,-28.7097,-28.9742,-30.6856,-29.4299,-27.9773,-31.0767,-29.8944
-32.7845,-34.6067,-38.5148,-35.6222,-37.258,-35.8574,-35.2687,-34.7724,-35.3579,-36.0081,-35.8632,-34.5738,-36.5989,-29.3133,-36.0661,-33.1912,-34.8381,-37.3112,-36.6641,-35.0422,-35.334,-34.6524,-34.6877,-37.3089,-38.1792
-31.2403,-32.4923,-31.8437,-33.0572,-32.3861,-31.5266,-33.2441,-33.3177,-34.0583,-30.7467,-31.5246,-32.2351,-31.7467,-32.897,-33.7962,-32.9188,-31.7173,-33.2601,-30.9164,-33.5652,-32.2133,-33.483,-32.8751,-33.1171,-32.8662
-28.8488,-31.1039,-30.1144,-29.2948,-28.5795,-26.1734,-28.276,-28.3368,-27.5009,-27.2075,-27.0581,-28.3948,-27.2037,-23.3902,-24.2437,-25.8829,-29.6679,-30.4055,-26.1728,-27.106,-27.6505,-29.4215,-26.7581,-27.3521,-26.9287
-34.0705,-32.095,-35.0571,-36.5493,-37.6586,-35.3437,-32.415,-34.6509,-35.1665,-37.1456,-34.2512,-37.2182,-38.9209,-37.7303,-33.9912,-35.9729,-31.7898,-34.6851,-36.7246,-35.1309,-37.1107,-34.6942,-35.5917,-32.2318,-35.9251
-34.325,-35.8787,-33.6793,-33.192,-34.8452,-33.8801,-33.6004,-32.7858,-35.7481,-33.7676,-35.1671,-34.8236,-34.638,-33.9262,-32.5814,-33.7814,-33.5564,-34.8746,-34.7381,-33.4967,-34.3465,-33.8061,-34.9229,-33.5358,-32.8556
-27.9485,-24.7202,-23.0882,-29.1557,-24.7196,-28.1104,-28.5059,-23.9363,-24.6676,-26.7978,-23.5173,-21.5567,-24.7833,-28.2545,-29.4251,-24.7495,-29.1829,-26.6084,-26.817,-22.6905,-26.9894,-23.3053,-23.9738,-30.0065,-31.5099
-23.6445,-21.7627,-24.1791,-23.7846,-21.6372,-22.3535,-21.6304,-22.7209,-24.1317,-22.7497,-22.189,-21.8602,-21.7943,-23.5983,-21.1842,-24.3346,-21.4806,-21.8084,-17.8902,-22.1351,-21.6107,-21.9818,-23.4076,-21.8377,-21.5635
-19.42,-21.5628,-21.6039,-17.5073,-19.4559,-18.9323,-21.1849,-22.0299,-19.669,-20.4484,-18.1802,-20.2744,-21.4892,-20.1164,-20.8078,-21.3268,-19.9421,-20.0808,-18.9322,-17.7425,-21.4485,-18.5486,-21.8486,-18.7716,-21.6986
-19.649,-21.3318,-22.1968,-21.0914,-22.2637,-21.9339,-18.106,-20.9452,-22.6958,-21.5574,-21.6237,-22.5846,-21.9307,-21.1167,-20.0518,-22.2272,-19.65,-21.333,-21.2312,-12.4235,-21.8185,-21.5146,-15.9884,-20.0065,-20.5414
-14.0156,-15.4468,-14.8789,-17.3326,-13.8877,-19.4815,-16.0727,-16.6025,-14.3482,-15.4619,-17.3558,-15.9874,-15.5538,-14.3858,-15.2875,-14.2579,-16.0115,-15.4219,-14.1257,-12.3145,-17.7231,-15.5203,-13.7321,-13.5163,-14.089
-25.652,-24.1128,-24.4267,-25.5263,-24.9676,-22.6578,-24.1972,-25.1463,-26.7742,-24.9064,-22.9892,-24.7417,-26.4964,-26.1164,-27.1658,-27.3119,-25.99,-25.2903,-27.7475,-25.0403,-23.7994,-25.5082,-23.6466,-26.2713,-26.6676
-19.0135,-19.6023,-19.1372,-19.6356,-19.5456,-19.3685,-19.1155,-17.7483,-19.6971,-18.8312,-17.9813,-18.615,-19.3993,-19.4518,-18.8696,-19.8665,-15.8739,-18.7693,-20.0119,-19.2223,-18.6666,-18.7062,-18.6996,-19.9688,-20.2671
-36.3291,-36.1711,-36.2694,-35.332,-36.0011,-35.2581,-36.0644,-36.4239,-36.5662,-34.8192,-36.0479,-32.2661,-35.2622,-36.9716,-36.3795,-36.6611,-36.4581,-36.0833,-36.3125,-37.2907,-35.2085,-36.2761,-36.3875,-35.5897,-35.6923
-30.1951,-30.0613,-29.1398,-31.0303,-30.6008,-28.9106,-29.9907,-28.0577,-30.339,-30.859,-27.8149,-29.1948,-29.2502,-29.9159,-30.8234,-30.0255,-29.4459,-30.1971,-28.5854,-29.2688,-28.5936,-28.2929,-29.2222,-31.2107,-29.3472
-28.3895,-27.34,-26.1784,-27.2063,-29.6346,-30.3065,-27.6137,-29.0156,-30.0303,-29.7563,-30.0702,-26.9482,-24.5753,-24.4316,-30.3244,-29.8983,-27.9894,-27.305,-27.7011,-25.1369,-28.8094,-28.3683,-30.0781,-28.2645,-28.7951
-36.4342,-37.7172,-38.7478,-37.8239,-38.2467,-38.0151,-36.463,-39.0135,-40.0316,-39.1208,-35.3167,-39.1393,-38.0376,-36.1165,-37.8871,-37.4925,-37.4608,-38.3226,-38.7296,-38.0221,-37.6641,-38.6,-36.8153,-38.6498,-36.7333
-30.4318,-29.4928,-30.7415,-25.8944,-32.7147,-28.6517,-31.2398,-28.6744,-29.5798,-29.3502,-26.0502,-28.2721,-30.5917,-26.5724,-32.6584,-25.5973,-25.6423,-26.0186,-28.2793,-25.7753,-31.1214,-30.8024,-24.9386,-25.5617,-25.1918
-31.026,-30.3525,-28.4131,-29.6386,-29.2283,-28.465,-33.0588,-31.5462,-33.463,-29.1363,-29.7154,-31.9038,-31.7263,-30.0646,-31.6444,-30.2228,-29.1572,-27.4752,-29.6968,-32.0296,-29.7973,-30.6966,-31.301,-30.8296,-30.5044
-24.1371,-20.1416,-27.068,-25.491,-31.0103,-25.3785,-32.1836,-31.2933,-29.2171,-27.0469,-28.3615,-34.9488,-30.4608,-26.7084,-26.1803,-29.261,-26.7465,-34.2833,-26.5938,-27.3298,-26.0969,-28.7233,-25.9581,-27.2274,-24.6282
-34.5682,-34.2559,-34.5236,-34.3315,-33.7954,-33.1118,-33.5866,-31.289,-33.5281,-31.8607,-33.4483,-33.7603,-29.8138,-33.0996,-31.739,-34.2385,-33.9576,-33.5918,-30.3809,-32.0847,-34.0664,-34.0837,-32.274,-34.3536,-34.7142
-37.7326,-30.5784,-39.8782,-34.3675,-39.5255,-34.0713,-40.4948,-34.5202,-40.7188,-36.1532,-40.2583,-39.9722,-31.9201,-40.8364,-38.8493,-38.2126,-37.898,-34.3465,-33.4992,-41.1308,-40.1645,-34.0576,-41.4896,-37.4453,-38.107
-28.9798,-27.1041,-26.4329,-26.5869,-26.0303,-25.3023,-25.8709,-26.7227,-26.3491,-26.5744,-29.4192,-26.375,-24.7932,-28.6436,-27.4873,-25.9509,-25.4258,-27.3376,-24.7299,-27.0383,-26.3401,-25.7499,-25.1702,-26.3245,-25.2623
-28.809,-32.1751,-31.3116,-31.9355,-32.4727,-30.417,-32.7246,-29.6858,-30.8413,-31.7718,-33.4447,-31.1765,-31.6097,-29.7495,-30.363,-31.8792,-30.5426,-31.1628,-31.77,-31.8883,-29.9038,-31.5174,-31.6301,-31.8477,-31.3558
-22.731,-24.2457,-25.0942,-23.6435,-25.7346,-24.8006,-24.6654,-25.5421,-24.0884,-21.8112,-23.4415,-24.6038,-25.9771,-25.9906,-24.3613,-25.6532,-22.8683,-23.0558,-23.5332,-22.4893,-25.883,-24.8369,-21.6518,-23.1321,-22.9922
-21.6928,-19.4943,-21.6283,-20.7043,-21.2351,-21.823,-21.9003,-21.9817,-20.8427,-21.293,-19.3296,-22.2501,-21.2061,-21.4364,-19.6585,-21.8206,-20.7336,-21.7149,-20.4854,-21.3665,-22.0778,-22.6882,-21.8504,-20.9569,-20.5879
-32.0331,-31.8436,-38.6392,-32.1691,-32.4163,-31.8385,-32.6073,-39.0669,-33.5543,-38.4369,-32.423,-32.3767,-34.183,-32.1825,-36.2271,-32.8838,-33.5988,-32.6777,-37.9118,-38.7698,-32.4552,-32.6342,-37.5904,-31.0692,-39.4176
-28.7364,-28.3588,-28.1028,-30.0641,-28.4972,-28.6833,-29.0077,-31.9659,-30.4714,-28.6156,-28.435,-29.0452,-28.7764,-29.8396,-30.3043,-29.3735,-31.4538,-28.9324,-28.2545,-28.4103,-28.9557,-29.5136,-30.394,-28.9725,-27.8582
-21.4331,-25.2234,-15.0404,-18.3922,-22.9916,-19.5581,-23.1607,-24.0112,-26.0058,-22.556,-24.5589,-21.8163,-25.3009,-25.1459,-18.7237,-23.6742,-20.0868,-20.1367,-24.3769,-24.9914,-24.0695,-22.4613,-21.5189,-23.7698,-23.263
-38.1104,-39.2314,-38.1325,-42.6238,-42.0009,-38.6646,-38.7665,-43.535,-38.0966,-38.0701,-39.6215,-41.2715,-40.5785,-40.1989,-39.6052,-41.4174,-34.6793,-40.8302,-41.2235,-38.3968,-42.3138,-38.3413,-40.1041,-39.0849,-39.0414
-33.1676,-30.5604,-32.4433,-34.0578,-33.256,-30.9667,-35.3502,-34.5907,-31.2434,-33.2853,-33.661,-34.924,-29.5178,-31.5147,-35.5305,-30.4401,-30.8458,-30.2276,-31.5407,-33.8495,-30.4033,-35.53,-34.0295,-35.9965,-33.5208
-30.0585,-27.6443,-30.1177,-27.5936,-28.7645,-31.4195,-28.7428,-28.1909,-30.1272,-29.3055,-31.0062,-28.0658,-28.3487,-26.1954,-30.7166,-32.1718,-29.1303,-31.7526,-28.7368,-31.1602,-30.4332,-27.9307,-26.3846,-36.4767,-27.8892
-34.733,-35.1238,-36.1655,-31.7855,-35.0646,-33.5014,-34.608,-36.2322,-35.3807,-36.2205,-33.6988,-34.7614,-35.1845,-34.4384,-34.3147,-34.3557,-34.5402,-36.4716,-36.2213,-34.6619,-34.2252,-34.5466,-36.0749,-33.304,-37.1528
-34.4943,-34.185,-34.4863,-35.217,-34.6468,-33.974,-34.3439,-32.5432,-32.3712,-34.0802,-33.357,-34.2707,-35.6184,-34.0885,-34.283,-34.2947,-34.3514,-34.3981,-34.4433,-25.4819,-32.8485,-33.0429,-34.7559,-34.6256,-28.8516
-34.5703,-35.9331,-38.838,-37.3747,-34.4784,-36.0075,-36.1914,-35.3565,-36.9746,-36.2136,-37.5254,-34.0236,-33.9068,-40.7922,-37.928,-33.5793,-36.1582,-38.2138,-38.2835,-38.4715,-33.4031,-37.5616,-31.6068,-39.1186,-38.8766
-40.2764,-31.4139,-37.243,-41.5862,-27.7931,-40.308,-38.101,-27.2311,-38.647,-39.6581,-34.8968,-38.5666,-40.1712,-37.0615,-38.4355,-40.5684,-35.9995,-38.9097,-31.6305,-38.923,-34.3262,-37.9709,-39.3309,-40.4663,-33.5493
-23.3942,-23.9672,-23.7919,-24.0748,-14.9228,-24.4011,-22.782,-24.1303,-24.3108,-22.9344,-22.8251,-25.5951,-25.0707,-23.0283,-24.0044,-23.8851,-21.5409,-23.3103,-20.9892,-25.3098,-24.0846,-23.8146,-24.1771,-23.2203,-24.0717
-42.7312,-42.3677,-42.0178,-42.6535,-43.1434,-42.7637,-42.9447,-43.0616,-42.9102,-42.6766,-42.781,-42.3685,-42.6114,-42.1794,-42.4462,-42.72,-42.8216,-42.727,-42.4691,-42.2558,-42.8897,-42.7331,-41.5141,-42.8107,-42.5258
-22.6014,-21.9856,-23.2521,-20.8508,-21.9797,-23.8285,-22.9712,-22.1526,-21.541,-23.538,-21.1415,-24.1406,-21.0444,-18.6449,-17.7209,-22.3176,-19.7233,-21.8873,-23.0305,-23.6224,-22.9906,-21.0761,-24.1726,-22.9351,-21.392
-43.1309,-41.8666,-41.9619,-38.6686,-40.4657,-42.769,-39.9523,-37.7815,-41.9407,-41.6654,-41.0985,-39.1093,-43.1443,-39.0383,-42.7047,-39.709,-41.3558,-43.8809,-39.3217,-41.3107,-39.8283,-38.7751,-41.0118,-41.5975,-40.512
-32.759,-37.3613,-33.4926,-33.281,-29.9293,-35.3624,-34.1665,-33.596,-35.2609,-33.8958,-35.2947,-31.8139,-32.0394,-31.2533,-34.2289,-37.0102,-31.5792,-35.3083,-33.0477,-32.802,-32.2132,-35.3956,-36.4646,-35.7748,-34.4965
-26.401,-26.4512,-28.7634,-27.0404,-27.6827,-27.9742,-27.3667,-28.1702,-26.8436,-28.4516,-26.2839,-27.6024,-27.3249,-28.0013,-26.9407,-27.9371,-28.2315,-27.2311,-27.2855,-30.5591,-28.2611,-26.9058,-26.4841,-27.4373,-26.4659
-36.4351,-34.7078,-36.5882,-42.7815,-37.1615,-36.3476,-36.3472,-37.6645,-36.8808,-34.5185,-38.3264,-38.1164,-35.558,-38.1279,-35.4045,-35.469,-35.0817,-35.0144,-35.1782,-33.578,-33.4023,-35.2597,-36.8865,-39.9618,-35.1738
-24.8424,-22.0465,-21.8276,-24.3583,-24.2557,-23.203,-25.6259,-21.2891,-23.171,-22.3156,-24.2681,-24.9614,-22.62,-24.4557,-24.1678,-23.069,-19.0548,-24.3492,-23.1061,-24.6329,-24.805,-25.4651,-21.865,-22.3338,-22.9907
-37.1022,-35.2943,-38.0702,-37.921,-37.789,-37.2604,-37.517,-32.2218,-36.7493,-36.0206,-37.001,-37.1039,-37.6113,-34.9562,-36.614,-33.2752,-34.022,-36.0786,-37.7384,-37.5849,-37.6985,-35.5309,-37.9738,-36.0998,-35.4553
-22.6917,-20.5158,-23.3311,-20.118,-20.4007,-23.0175,-21.3549,-20.0327,-19.9828,-21.0282,-19.302,-20.0298,-20.8468,-19.7288,-22.475,-21.8812,-20.5674,-19.9918,-23.5943,-21.0287,-19.2461,-22.6593,-22.994,-22.1832,-20.1197
-34.0239,-32.95,-33.4464,-34.8947,-33.1851,-33.2484,-34.1203,-32.238,-33.9792,-34.379,-33.2692,-35.2791,-33.2335,-33.6382,-34.6534,-33.6979,-33.3497,-32.9813,-34.0365,-33.6408,-33.2208,-34.5251,-33.0964,-33.1141,-33.0582
-32.8745,-35.3762,-33.2877,-32.6937,-33.3267,-33.836,-33.5882,-34.1692,-33.6206,-31.1925,-33.298,-34.6575,-36.6229,-34.6525,-34.6911,-33.592,-33.9383,-35.3877,-28.7769,-32.393,-35.8505,-33.3641,-32.013,-33.9661,-33.5269
-27.2611,-27.6581,-26.8304,-29.2344,-25.1301,-22.3459,-28.0038,-27.3892,-30.0821,-26.0917,-27.9958,-28.1037,-29.5577,-20.4438,-25.4758,-29.9181,-28.9688,-27.1912,-29.7293,-29.1318,-28.2508,-29.705,-28.2988,-25.7652,-25.5969
-30.0074,-29.5112,-29.7797,-34.249,-28.8832,-29.3663,-29.9176,-36.7174,-30.3383,-29.5235,-29.8962,-31.6134,-29.4522,-30.0001,-29.5295,-29.9598,-29.5507,-28.6654,-29.4013,-29.5386,-29.4404,-29.9671,-29.5676,-29.1399,-29.8344
-29.5864,-28.9527,-31.8131,-30.4484,-28.8452,-28.8446,-29.1778,-32.4834,-29.8413,-28.3639,-29.2466,-32.3543,-33.7911,-29.3275,-28.8349,-28.4873,-28.9208,-28.3269,-29.3323,-28.9772,-33.4128,-30.3924,-27.7413,-34.5258,-30.0909
-25.6173,-24.5429,-23.9446,-24.6397,-24.2309,-23.9156,-24.0502,-24.9854,-23.4601,-24.1318,-23.8129,-23.6537,-22.2548,-23.4614,-23.809,-24.0584,-23.0977,-22.3616,-23.8973,-24.0822,-24.3117,-23.9488,-22.7729,-24.2414,-22.6781
-44.0025,-42.9932,-43.4552,-43.1472,-39.2496,-41.9292,-40.3215,-43.0749,-42.2261,-40.6583,-42.3305,-41.6285,-43.4909,-38.1655,-39.9772,-41.1031,-43.0092,-42.2038,-38.8589,-42.9735,-41.8526,-42.7052,-40.7391,-43.2107,-43.8292
-22.1741,-20.8381,-17.7224,-26.2721,-23.4538,-21.2454,-16.317,-21.8927,-19.26,-22.4768,-5.0237,-17.4124,-22.9705,-21.98,-18.584,-22.4736,-15.9555,-13.7177,-23.8184,-23.7543,-24.3122,-28.5715,-24.8595,-21.0699,-24.3455
-44.7216,-47.6794,-42.7742,-44.6499,-39.6529,-45.3729,-43.3562,-41.4414,-50.4154,-57.7274,-37.4447,-46.8438,-43.4894,-44.1459,-50.54,-52.019,-54.757,-32.9991,-35.0502,-37.45,-50.1509,-37.4088,-42.8662,-37.1318,-49.2904
-28.9195,-29.0318,-28.227,-29.4325,-29.3405,-28.0327,-28.4508,-29.1644,-29.3349,-28.6525,-29.4651,-29.3499,-29.4182,-29.0836,-28.7129,-28.5311,-29.3068,-28.7421,-29.4179,-29.0993,-29.2763,-29.311,-27.7181,-28.3903,-29.2583
-39.2709,-37.5706,-37.3057,-33.1046,-32.9116,-32.5633,-36.647,-36.181,-37.3443,-28.0725,-32.5978,-36.7449,-29.0624,-32.5045,-34.6509,-36.1992,-30.695,-27.0933,-31.8643,-33.303,-37.9353,-40.1503,-34.1388,-38.3097,-37.0515
-29.7006,-27.8473,-30.0113,-29.7474,-29.8866,-30.846,-28.2849,-29.8847,-30.3062,-29.3866,-27.5588,-29.345,-29.8186,-27.2695,-29.1841,-30.3072,-30.0077,-29.6446,-31.573,-29.2809,-31.0255,-29.6863,-29.5276,-30.0249,-28.9354
-22.6025,-29.1745,-24.1761,-29.0548,-29.6487,-23.7541,-21.8524,-27.4078,-29.5575,-24.623,-28.2169,-26.1946,-23.4571,-24.5665,-20.7197,-27.0109,-27.1738,-21.796,-27.9654,-25.5313,-27.8471,-27.2967,-19.7577,-27.6824,-24.7596
-47.3171,-46.6569,-53.5341,-35.3698,-44.1556,-50.5991,-35.4372,-42.6852,-48.8442,-47.1112,-49.9559,-50.9297,-46.4551,-37.0578,-49.0584,-43.5968,-43.4836,-41.9655,-47.1634,-48.5489,-50.125,-43.9971,-47.7522,-36.0328,-39.8629
-36.8498,-37.0878,-36.5168,-42.2404,-35.3543,-36.1931,-36.7762,-37.3276,-38.1413,-37.3785,-37.6023,-36.8744,-39.497,-42.5162,-37.6852,-36.5273,-37.184,-41.9331,-34.7896,-37.1471,-37.0717,-35.8794,-37.2191,-37.3838,-36.8745
-31.1699,-31.0933,-29.6448,-29.6692,-30.9827,-30.2571,-30.0002,-29.9129,-30.9516,-28.9661,-30.1754,-30.8922,-28.4905,-30.8123,-30.5379,-27.0489,-29.6291,-30.3183,-29.5177,-29.6939,-30.0801,-29.0659,-30.3135,-30.4831,-30.491
-39.1496,-40.285,-36.4334,-40.9851,-36.9935,-44.3913,-41.2361,-38.0019,-45.3922,-39.633,-38.948,-38.1006,-45.0354,-39.7152,-34.1347,-41.2113,-42.0835,-41.635,-40.8459,-38.839,-41.0697,-41.0696,-39.7406,-40.1819,-42.1516
-19.8633,-20.7449,-19.5541,-19.9606,-19.4195,-20.5647,-21.5609,-19.3255,-19.5958,-20.1825,-20.1558,-20.6482,-19.6262,-19.6429,-19.9971,-20.0028,-18.0812,-19.5243,-19.9709,-20.138,-19.8768,-20.3236,-20.5204,-19.0578,-19.4838
-32.9276,-35.4881,-37.6443,-35.078,-23.3785,-25.7635,-35.4917,-34.4689,-22.5342,-35.9784,-42.9552,-35.9101,-36.33,-34.8728,-31.1209,-34.0416,-24.7188,-37.4067,-36.8799,-36.2243,-34.8073,-35.8681,-35.222,-33.0427,-35.1208
-36.9707,-33.0095,-34.8094,-28.4002,-29.6543,-35.1126,-28.7018,-31.5566,-34.5469,-31.9956,-30.4877,-34.0471,-34.4639,-30.513,-30.1299,-29.0264,-29.8088,-29.6436,-34.2999,-29.9619,-33.6002,-28.0958,-29.9216,-31.195,-32.3211
-31.5915,-33.1459,-32.1738,-32.9008,-35.4869,-33.2688,-33.4973,-34.4153,-32.216,-34.1255,-35.8586,-33.7814,-34.3827,-33.9149,-29.082,-33.3226,-30.9546,-32.0448,-34.449,-33.7834,-37.9386,-32.5309,-31.4218,-34.8709,-30.9822
-33.0103,-33.6933,-33.8139,-33.7599,-32.8539,-34.6773,-33.0908,-33.4544,-33.9726,-32.5256,-33.5591,-33.5598,-32.382,-33.0499,-29.1126,-32.7326,-32.5468,-33.7192,-33.3832,-33.2631,-33.9137,-33.9085,-33.2073,-32.157,-31.917
-22.1228,-24.7728,-24.6474,-23.0071,-23.5992,-25.9067,-21.0884,-23.4627,-17.6564,-21.7535,-23.7011,-25.2954,-21.2597,-24.4414,-24.0193,-24.8619,-23.7466,-22.5475,-23.899,-22.2442,-27.0482,-24.4458,-16.0267,-19.4907,-23.0951
-28.3633,-29.9679,-30.6698,-30.3052,-30.8842,-28.6852,-29.3782,-30.7446,-30.5151,-25.2773,-29.306,-30.1185,-31.3105,-30.8267,-30.2631,-26.208,-27.077,-30.2592,-31.1178,-31.5104,-31.3055,-30.3812,-31.0628,-26.9683,-30.4194
