replica1,replica2,replica3,replica4,replica5,replica6,replica7,replica8,replica9,replica10,replica11,replica12,replica13,replica14,replica15,replica16,replica17,replica18,replica19,replica20
952825334.349205,831557482.099245,1035812931.33692,1247164132.14417,1139998358.42122,1013507084.39042,1161668838.71849,1171768589.70474,1069556051.3634,1250225332.54994,1040201682.33087,987878614.08264,1122109353.32948,1153225094.51972,936344872.504995,983007080.42047,1318149917.45329,1097046446.83327,1219446647.88209,1112248402.73331
1147145858.80131,1275930286.97723,1051556255.25149,916064919.21145,1277977049.52555,1029479410.75183,1211676289.19833,1114288861.51071,1161521303.28632,1224757065.90799,1291223858.8729,1083258158.32736,1139054942.2623,1071652782.76186,1185167230.38349,1094879908.56589,1036452687.83026,1195137745.37359,1188953257.47117,1108196513.90548
1220998815.07288,1194049007.50198,1157022495.89474,1062214670.80096,881287442.23898,944213634.481535,1009687097.20343,1004169521.24468,1083196859.70803,947773026.445955,1028531483.88946,1097958317.4948,941726421.18172,1134204782.92251,1280094752.52037,931420976.261475,844131727.800975,954676409.99005,1172900069.33911,981803616.43604
1123859768.77079,967214912.25298,1048767637.14052,1083992567.27221,1063103322.70174,1168752820.13567,1058289554.21764,1056487404.13369,1156008320.3374,1080240019.46103,963897842.770805,1002480851.51385,1278129984.72113,1069704614.16885,997253548.40072,1060764188.34206,903249291.36673,1278273796.56108,892982923.55843,1127747426.56668
1474310189.2794,1297305234.13952,1199893630.82849,1338894474.55155,1639253837.14181,1257742702.26933,1481199205.77375,1559998463.83743,1514723504.94202,1478247900.45934,1644663277.20778,1348567845.24268,1481562521.23897,1290169228.12081,1342841332.0831,1490345384.4615,1690466757.22094,1270140083.68292,1532927445.21105,1287159271.22489
1190897640.89243,1415480913.00958,1306810999.15084,1103591740.10491,1381580575.31593,1285413695.27987,1474480942.31222,1104571528.9198,1430044508.10559,1446073754.91494,1226844532.83508,1353504001.59186,1485324406.07854,1306622963.2384,1403895573.58013,1280315644.1508,1174002208.44928,1357856103.80294,1389817073.18864,1339535797.6189
1932991644.66271,2053774823.30463,1918584328.30556,1981805691.81388,1985762862.53692,1829527783.89148,1777887366.55479,1954107420.88364,2102738488.57485,1766063335.30855,2059113369.71404,1897809157.31947,2051530255.10497,2053395882.66775,2153144060.95866,2068546359.77073,2104733857.97758,1870057399.40596,1992172490.18188,2072546622.98528
1731109263.33155,1737013107.25958,1608350415.59572,1434565889.48873,1762506451.03455,1508577542.12946,1697193218.38903,1919065973.36453,1746835368.91145,1521690826.1101,1975848414.62598,1570827550.49256,1580333641.40134,1519731892.78479,1679815128.63038,1759006903.60452,1383473460.84971,1792164830.5874,1609534953.31711,1863437462.1759
1490949369.1906,1340209787.64179,1419555577.40203,1300169864.82433,1443858169.28448,1588202249.03894,1450449682.11814,1413658034.57582,1388117381.74966,1374333436.89102,1385482640.90649,1409513698.15101,1557945110.03588,1193777803.77216,1369868497.44694,1372388365.81836,1199367629.97024,1611983766.34312,1286028817.60717,1395339307.93891
1476967206.15978,1098975729.39069,1537225017.28379,1619844023.1417,1647578980.24602,1544584953.49138,1432906565.9628,1662595357.34765,1304911787.61679,1657847053.5102,1434999268.25509,1554333882.8341,1527678679.52931,1557858242.69876,1518790399.89619,1423129453.38071,1548568512.53468,1521510183.53373,1685026987.89814,1332094852.84867
1369256581.13334,1516827645.32406,1397346893.14692,1639319502.05238,1632932981.30836,1558070759.4157,1372868157.96563,1560634956.63653,1448443913.62766,1471947188.89929,1482880969.20749,1389282412.44719,1580411163.88462,1690312194.61609,1416953068.20606,1378211908.42581,1620546528.56872,1671069168.49731,1374272090.72908,1295894386.39886
1362169990.67739,1497668222.70746,1541009465.70718,1453045897.11855,1462071265.56465,1446124390.2231,1570542303.65152,1148374216.17803,1234596457.01426,1361214465.20943,1293419213.39732,1600535209.11572,1642905242.54285,1575993765.51542,1728124857.25216,1407757629.61514,1321115220.23431,1645815432.6055,1428344932.33697,1722097338.73386
1796098843.8948,1679524400.87806,1749889203.29325,1923407088.54411,1664396403.17563,1819618973.33459,1896359030.61889,1939090262.92103,1719182695.38596,1878298922.69888,1676765936.87949,1671827759.11227,1740750804.89173,1683742236.28329,1738710439.52009,1586429551.15446,1978308291.85132,1823968797.97851,1885450707.70778,1636648282.47301
2407571914.74985,2469151899.47523,2387562465.85849,2181350970.52573,2242531908.53726,2418343568.88103,2315481460.7358,2098523646.18798,2412177488.53757,2309012228.38629,2363340374.16226,2008560746.10448,2198083456.3394,2452413547.58523,2517724622.14959,2392938401.95574,2372497774.61616,2211831017.45067,2341702093.87918,2570113208.23122
1349626632.3846,1436473345.59064,1556165793.81424,1645398733.64804,1502282516.71574,1466149838.10001,1370265150.71772,1433089555.69024,1328435254.86149,1316841178.61428,1654721259.64546,1422150582.99161,1707068171.85596,1535336818.69966,1619939270.59699,1430677980.17231,1585935333.03083,1521992431.42251,1383628748.20358,1489648177.98295
1363377619.15468,1621581577.171,1410917881.29522,1763610847.98544,1657235795.61132,1555967299.12376,1531464024.67566,1283808598.44716,1577621731.25044,1664166248.01134,1415997198.9053,1385855987.41899,1776223554.19665,1456765463.93431,1421177211.56387,1435675124.58287,1575587561.87378,1451027043.09422,1419674635.16469,1554827166.75304
993118789.74848,903926662.213305,1129546075.00706,926965852.12312,1062256172.27865,947413842.196025,1226278299.26065,1078109529.80375,1163755228.31782,903267956.914185,1077026279.53225,849198578.444495,1046432037.46545,1117571705.39198,1041560900.07652,947102499.5644,990271354.187235,1158122113.10203,1105829615.90069,987412348.66525
998560603.002945,1198519759.49877,1236509693.00349,1248412151.20185,980389099.6698,1037618414.57462,1152386718.81266,1170360513.93851,991942409.24928,1149471041.69886,1367002447.73949,1392230985.78535,1051172930.82953,1279523889.6102,962587294.18696,1342380027.95737,1049229658.97992,1161624548.3428,1228187733.34135,1123894151.15977
1098928354.02066,993701265.485355,1095314482.25735,1170075114.37361,945644613.655895,1434929088.01478,1040330056.28951,1157913763.71035,1001963238.33024,995866876.53411,1123497453.81542,1270158645.65634,1136943574.23504,1140908570.95188,1000006359.0821,1133126276.8632,1438001003.8463,1079024468.60586,946641515.55316,1289701068.78179
1329885956.74965,1506056526.5083,1369427492.7772,1172935835.99384,1333008955.41566,1399689127.40328,1544208445.86157,1543119288.4702,1400705792.4567,1510866176.80506,1371064123.93207,1715336876.05263,1318432916.54891,1710366778.27661,1392814267.07479,1655966246.08704,1347864023.9037,1376324364.19254,1547260028.26115,1529785359.05187
1954918476.68655,1841557260.49651,1781515638.82164,2093966313.02998,1963081367.46705,2212205189.9858,2031901961.72235,2126357595.89665,1903280671.00315,1947774784.40288,2137015872.07076,2067484352.15658,2003157775.5817,2152929523.52661,2062253153.49192,2170114828.2295,1968515055.68044,2107273573.44478,1943770112.23467,1807672458.96899
1909131089.32063,1935471470.13909,1801828176.7462,1582558962.98654,1924353040.69858,2046190285.76208,2038266735.09628,2040433715.56624,2168953418.97807,2086553410.1534,2001391729.25374,2114573914.72797,2092767197.1357,1882252435.76781,2106462775.4332,1622958848.86137,1792429427.43521,1853692634.55432,1618973015.14326,1814532834.73621
958559746.860173,1187646950.28767,786855764.10328,749143673.465775,914745724.197507,894737982.865627,1087058138.2139,836556268.69551,962863081.835433,672591540.844365,726022815.048934,769843908.312917,1019218042.02832,880492876.303447,1110641717.22759,959948930.45168,896501190.691248,1192368077.22976,855371774.117636,853456662.78802
745849278.535061,923950766.70559,834331007.609435,841388560.115245,997583901.34821,962338742.98776,946723972.477285,831336197.99518,859261947.50634,726274008.76093,838028347.593815,959621389.214325,656868210.79321,752237151.40162,950725305.58035,699266067.084845,984397261.76081,852060518.98403,1095262802.49823,906630548.31636
1862203136.95413,1446389434.06294,1732459491.2928,1807475194.06418,1569288446.97118,1748155470.05226,1786516319.2641,1696215263.623,1732479137.16574,1687943884.24483,1619292942.8059,1525999120.13651,1517447129.42351,1624826395.65398,1945043376.84579,1751354119.15852,1436501262.70998,1235402430.21124,1622865997.0134,1662037451.54706
1368747304.3727,1107802269.36458,1067588986.67789,1119296243.13971,1199199717.64249,1301923516.53679,1103692963.77145,1055184853.01709,1276895294.49571,1285547437.7306,1330785556.49805,1239424664.48607,1148126243.65001,1331737404.15561,1095571527.54779,1137363187.72007,1156761638.50009,1149993911.59924,1075049965.18112,1188874056.51543
1893438318.6084,1928837196.01015,2035733496.11783,2045400562.17019,2077267432.05143,1900296043.20155,1622482487.62774,2073420518.12188,1989440446.64876,1797482119.46859,1742308465.86974,1601885449.82157,1755824827.12099,1776138673.35712,1793788110.87966,1941516678.00185,1959630535.60452,1811260487.17574,2157495860.10828,1918911085.22542
2078114757.00428,1928607681.90305,2049554283.87059,1978663532.58706,2165128030.34701,1924381912.64834,1942230286.49222,2046404746.03371,1807311281.09696,1785767036.23368,1914274766.10204,1866031785.74743,1903216790.7243,1843410902.1838,1813717851.44334,2174089296.71628,1989384127.35853,2147043721.2798,1965186567.66071,2231505476.28049
