p11,p12,p21,p22,p31,p32,p41,p42,p51,p52,p61,p62,p71,p72,p81,p82,p91,p92,b11,b12,b21,b22,b31,b32,b41,b42,b51,b52,b61,b62,b71,b72,b81,b82,b91,b92,b101,b102,a11,a12,a21,a22,a31,a32,a41,a42,a51,a52,a61,a62,a71,a72,a81,a82,a91,a92,a101,a102,a111,a112,a121,a122,a131,a132,a141,a142,a151,a152,d11,d12,d13,d21,d22,d23,d31,d41,d42,d43,d51,d52,d53,d61,d62,d63,d83,d93,d103,d113,d123,d132,d141,d142,d143,d151,d152,d153,d161,d162,d163,d171,d172,d173,d181
0.0102969931408872,3.06991772925894,0.0169153994926195,2.22787696027014,0.0263527174241879,2.50900162192105,0.0338526746436656,2.40418581642303,0.0620786473147651,3.29225515328133,0.0632371300435123,3.20893519860201,0.130079790431342,2.94040829525205,0.182851455214431,3.4961568069797,0.180435934730721,3.75221062911751,257.399956727434,1.67759708449623,323.412845186435,1.36636359644927,287.812132347042,1.23584524724237,299.264400446989,1.21175843307504,371.820633446347,1.10665821613066,371.769165460766,1.55289271364277,371.163227353915,0.941057168505372,525.20526114362,1.52949003981274,423.62876119539,1.1544033523499,554.604557243918,1.04326689073395,34.3346306385671,118.223960309469,30.6875301004831,94.8874176830254,36.7189627186831,102.573921031699,41.8655761202741,99.4390612748932,43.721530209971,119.637042456389,42.2283415676962,118.089531713531,55.4665706541119,123.238879920692,55.8194882365764,104.336333008867,54.6443287604522,101.931838627183,63.1438365218676,99.1670398323797,50.129199092515,96.3184539226512,63.6513324667882,120.975832187353,56.0177207951743,94.7355574966745,64.8233190072381,107.833921963356,72.5733975478504,129.209983725235,-8.66008117963467,3.29862529140803,3.67508442757564,-1.13779351763954,-0.729250290054544,0.536528081839777,-0.541843021394898,-0.472457537206165,-1.77885734736124,1.72610558499318,-0.308611255164276,-0.193690185269664,0.444177248388696,-0.191429033132594,-0.391502724222494,0.474239677826172,0.337657030631577,0.321783796953308,0.40131843610912,0.426016111507501,0.626960854460888,6.7956743860431,0.413971413387811,-0.112333848142853,0.724692160567144,0.69127692017209,-0.273611689556847,0.591703872072868,1.15197404743273,-0.0545043013041886,0.205660272655066,2.59275174327079,-0.660501949361213,0.476182349329473,7.4693234060611
0.0110224775557377,3.31885431478032,0.0162392181050955,2.59356436959168,0.0257039189761286,2.3776085534937,0.0330616846465536,2.56390049490926,0.0624569566599122,3.37747614567516,0.0640710085297844,3.2665014011658,0.121924460863601,2.5061690309965,0.168787761294255,3.22521222954911,0.186046879815928,2.91134645834335,263.834334820666,1.47660890900763,317.966476420972,1.39579164825144,326.82864064252,1.25892234394504,375.701307282771,1.23110276120422,374.366459294291,1.11583972672506,409.846724356528,1.65837819226128,406.392010897182,0.947726456090656,522.627144376245,1.39374862125301,522.19699372264,1.50031813226641,617.777154290503,0.928995672861627,29.1425904061205,109.974026305324,34.4925673269228,98.0659358245356,30.1408043459081,110.604763943995,36.4476287345904,95.5326933602314,39.801519799752,107.087012721769,47.9348640093712,111.812279256204,57.4156315755313,109.630066619016,43.0049134339766,109.510015066317,53.2911847973877,116.7985573533,53.1128247537675,104.14330828234,53.4464288405924,110.216897103199,63.4173914713573,125.320354065228,61.0728416840913,124.417742961168,63.9733720313127,104.062176983515,80.4950893015234,123.021888420253,-8.28960384547318,3.35653372124295,2.76583355402034,-0.925897081696501,-0.675266402564963,0.499650136825234,-0.548755995658832,-0.468127511825805,-2.04963545131889,2.02734687925116,-0.341702385433278,-0.169854516771314,0.544691655484427,-0.192989644926958,-0.426201618033186,0.378120062998691,0.283278887832439,0.393520466724279,0.370861217689628,0.411192799289726,0.573522611416384,6.20524499857294,0.382806464860307,-0.138639040501955,0.783827772096828,0.641084235586785,-0.283237365131025,0.735333371318711,1.45890475950008,-0.0457106715619927,0.215705323553845,2.72558372580984,-0.772208192284605,0.557373341542522,7.35472266099214
0.009134137622695,3.17535122315706,0.0128118811841984,2.59874585484902,0.033768578365621,2.05727093080157,0.0255110086961822,2.66083272243627,0.0736919837675361,3.1945375444495,0.0713442177354367,3.78319818674108,0.155391973823277,3.29837445167424,0.152295216150405,2.77241835870319,0.151371986523928,3.20219439249789,278.252392279304,1.30431214682249,325.880774623557,1.42023423707065,334.253372476095,1.53075261056307,384.996536822712,1.08465836828364,330.740321879472,1.18651355159559,350.988593298811,1.54022575120368,472.899967871555,1.0141563479313,527.468042366815,1.22468494587316,443.212243298911,1.32927079042433,472.327407963262,0.854211029757852,36.4587336700131,121.645798028221,30.8622065723388,116.178254187609,38.1538101139697,135.828635561074,34.9095823907626,115.157700799126,35.1105909075491,118.200849687067,38.7449675590976,97.8342703895467,44.2353839024959,100.324706047701,49.3304479484206,105.853551335583,49.4403365563294,114.173398911552,55.7575139863803,93.9955082362856,47.8702468464403,113.308779408422,63.6478100160191,129.120760471882,57.1565624264492,95.6956465396892,59.7221203145816,109.7003430259,77.7231282195342,119.364535361474,-8.35775551067729,3.75219293994568,3.41619436001148,-0.997695705001087,-0.627896077705235,0.527936151885548,-0.528400348348634,-0.518250701631667,-1.96278197001195,1.79552609943278,-0.371594539798037,-0.196659143953967,0.473182333122185,-0.212090155354588,-0.445359846453245,0.410832444054027,0.256793956672374,0.363164008007423,0.437945949445076,0.401798730482073,0.48003864702938,7.14333476198943,0.372268256383526,-0.143166372292455,0.652872159870041,0.695575165831664,-0.259447458195955,0.681516298923675,1.20480722576055,-0.0516830592245999,0.17548474692014,2.6846396438885,-0.587449652634491,0.495592190817176,8.68956964797334
0.0096392087038695,3.12582207701072,0.0130545229598962,2.62973894224074,0.0332426239909744,2.52044901398259,0.0262304661775432,2.80615720359144,0.0609894171565491,3.79798451369623,0.0787333053316296,3.13288811650896,0.154798292540356,2.49734768714259,0.193753947496619,3.49694654543701,0.145871240551348,3.56988328752589,280.145899376796,1.50995401945992,342.325357172878,1.64571011449963,323.15773540355,1.57142800380313,343.398978454533,1.01644146487413,408.434539885688,1.01032028185195,365.069128093594,1.2913685269573,428.346206254442,1.08343214571494,468.438350883945,1.42253751020051,501.298211506081,1.42455180705753,539.376695632467,0.888660459444088,37.867087935203,110.774816134991,34.142433100033,102.661577080378,38.4971441198077,119.579287096265,41.5648697558604,115.273446353568,37.8857864088745,100.413735782641,37.3677955236511,99.0008224316456,45.8797049384933,112.491809152313,48.8412444121705,130.317001584556,59.1277185883946,105.953616541243,56.975680420005,97.3687739117861,61.8773317631734,103.147236589936,55.6425621703095,108.356489014995,61.5509417904988,122.455401500357,59.1342722461997,110.487717110143,63.8782797603058,128.318282580472,-7.29352194275056,3.37230212292289,3.05319856913467,-1.00662568825651,-0.655374406938635,0.487443366679557,-0.469154080879347,-0.473765681623717,-2.25611990582162,1.8793536844584,-0.333117551794466,-0.194561407068879,0.421661508314195,-0.218141608481322,-0.441475242185187,0.365941503161517,0.303931353326085,0.395794631346774,0.443489126950721,0.431597391948561,0.51174375034841,6.37963892367527,0.444839754329646,-0.114562346402925,0.785242178612346,0.73370033321412,-0.216436302978768,0.759422715829057,1.25294750081172,-0.0563440487827718,0.173170894556217,2.22499685598362,-0.649027886295064,0.4830008991071,7.48613767613446
0.0096399769694352,2.67991069155354,0.0137204009662714,2.24200382039679,0.0304311252988287,2.65783532524491,0.0337522679772524,2.13730316904449,0.0654355578202189,3.58910356411317,0.062438018566577,3.15417972442158,0.124188642289846,2.90514738980473,0.162351711752321,2.99899546763692,0.162523792495972,3.42832786603924,280.052588485795,1.31940030626472,278.895679568023,1.31140451593005,334.69755700485,1.39113066120678,324.468729378182,1.16267820943782,357.970992236861,1.20153327013716,370.537997888345,1.45132417320547,401.636565604574,0.972229386882831,517.895414636021,1.46659853716326,543.60422229257,1.37549963782104,570.706391805378,0.858832458564364,31.9006284038503,98.1383220592944,35.3340838081708,122.236774023286,31.9654967123617,108.682473824668,38.7625991835419,109.502028794761,44.1882320516772,105.291684045592,45.4760213402814,112.776243337237,45.3800183455983,109.989063563557,42.886242481424,125.686917330313,49.4195079120609,102.344899514867,50.7058059919583,100.876507282926,49.8097223033658,118.577818601135,56.4000661767621,96.8398727797876,66.2314804837874,98.0141390425282,65.5593164402133,114.016056097576,76.4460417802533,108.671956608815,-7.35860199193639,3.80992588368861,3.56601543727224,-1.01929750117213,-0.697124288683427,0.485787162880791,-0.588000598919095,-0.525237475541075,-1.75959312845617,1.94303725283791,-0.320216448984482,-0.158865042107468,0.524689416052921,-0.200477514840662,-0.42352266270684,0.380422798847268,0.328732756028463,0.382342509185797,0.377161926755447,0.451578423639386,0.553462024835577,6.96546094693079,0.425530251282425,-0.116821743439007,0.780270711104397,0.600103958643677,-0.245125167873569,0.707849710552665,1.10678582403639,-0.042826829447012,0.197154043030729,2.14897637432418,-0.647133434155862,0.615619767764618,8.19648677230955
0.0095433278793085,3.33158831439132,0.014037705006106,2.6175307538531,0.0267516589881891,2.61179356745666,0.0338201436047587,2.52380049585333,0.0739493211499673,3.58957242100048,0.0613805246583846,3.81912725735512,0.14418405085658,2.47995205583471,0.189553541593953,3.19570253335867,0.151165866102525,3.70695509287867,293.688151717476,1.5186679797119,315.588091537421,1.59668926080261,364.756270943886,1.43359371263859,346.949094257378,1.06952691560951,364.519886897271,1.08943646896576,399.972442012629,1.36445684529529,421.744457819379,0.96223189698667,523.158995368449,1.28132081179496,449.838647911664,1.24528232556742,579.269014813365,0.959458201682444,28.8690706802863,108.230132424652,29.9018164767575,115.02480385748,39.5288625880757,105.941960056234,34.4446948600757,104.661935609179,39.4295968292726,100.656135614372,48.1780370839312,101.850688581141,54.7178977772206,103.062721647911,57.3648107521773,126.917360533279,47.0340546663578,93.3111169191258,57.5688238868573,97.2524617863538,57.5374685914582,113.177831193085,50.2962444846025,102.592119033019,67.791191101161,110.73931651393,62.5368761718283,122.593814107994,78.634177246234,107.686048155034,-7.93215280197303,3.02847149842546,2.77377400897785,-1.14026524629845,-0.779458735862653,0.446007875135203,-0.624736308185211,-0.51220954746799,-2.1299247912914,2.20656690906504,-0.364790521773269,-0.155378631232162,0.561413777311326,-0.175697021844259,-0.409843287315119,0.358672248239364,0.334419183477983,0.313928118279066,0.406601778121148,0.420484778084538,0.546536707379502,7.18202383741776,0.47700594027711,-0.118997559281547,0.621850070432627,0.612942424672734,-0.253815032217532,0.656497282574692,1.25049854037869,-0.0480827142087719,0.179558065693011,2.66585746675701,-0.771602278002776,0.476933454400691,8.44981754162837
0.0088792872650508,2.8601513100401,0.0157911659647863,2.15705475231227,0.0310620621628625,2.70614099225285,0.028270190463732,2.12920507795415,0.0659214628651193,3.03230444316512,0.0687035787788005,3.74581844129093,0.125645811999036,3.08993725059833,0.169307107978575,3.36610599151942,0.178404587578198,3.04953588406882,256.321233268613,1.74393629358412,275.945134195891,1.61404025857641,337.904724628826,1.45443021730738,296.029885530469,1.21125913053088,366.288464362942,1.10828446276077,341.802135146031,1.26223458262424,440.509249986792,1.07108304034633,502.25575067128,1.46543700777419,464.90272373691,1.16833185276258,485.494586991169,0.810556565594309,37.8372360663708,94.5100288769466,32.1350897480416,98.5986424296904,36.8819260448436,124.980318259204,35.4989379163662,113.725183227176,35.5850607273752,115.204530479785,39.8001332016126,112.56653049388,46.7975706850709,103.641931751775,47.2887925381696,122.288066591183,47.5319590291915,112.331401092225,52.5803606432211,96.9127634882747,50.8615726766957,102.858373030211,56.4471420442568,113.832999853063,63.4439349950799,93.9078409236538,55.636448058743,133.574242033077,74.926093443757,116.045337206477,-7.12422617517274,3.65203840979551,3.6591608401862,-0.954774065444187,-0.651452505148061,0.532958025889514,-0.470812752477992,-0.482178371369781,-1.7668642979323,2.1401528398705,-0.376276949569676,-0.150416358798705,0.486002889102685,-0.182729891944549,-0.376742883211852,0.378828423327104,0.255343440132851,0.37978404746197,0.348743667355506,0.471074890437066,0.511517785094588,6.49305621101057,0.451243884661171,-0.141445780400048,0.688832810148289,0.617564187818439,-0.260752252654326,0.633965293122565,1.31013871671058,-0.0440301689437991,0.202970927523683,2.57695751880733,-0.690594071643337,0.5307589656574,8.19219189636877
0.0098421229096443,2.98361185273989,0.0163761672605192,2.61126548865218,0.0301046170636068,2.4775170818773,0.0282801939796098,2.58862594905743,0.0728990538398693,3.51885272094598,0.0780079576717384,3.6574659995887,0.153356684589508,2.68366730828807,0.174630889402086,2.8353682013177,0.14534843255726,3.11530685556904,232.075931424547,1.34629328088565,359.380942578953,1.37546532813913,328.36196031041,1.36196429778901,292.545695315828,1.16202335255019,345.451695758702,1.11560322054507,438.038179582688,1.30989715550517,377.624226720532,1.03374227887297,485.491650935949,1.59721179712654,527.052140017232,1.4277756765777,585.444996816491,0.928296320197056,28.4049236819418,118.301410733279,32.7968049367104,119.509939146849,33.4460178829291,123.96079624742,36.8444917837012,117.355550393411,41.9304401234836,117.181705791105,39.8787019752257,109.206225611388,45.7814503707917,108.94561320733,49.6785912132718,106.957279532884,53.034150365825,102.411830111862,61.1366674249116,104.130324969865,61.2587507446882,121.750091826221,53.1816557174495,124.647060232604,59.7133912124407,96.4623393749928,69.6029099997001,124.478870308439,60.232799073381,135.330125336038,-7.77940398757102,3.23917225224087,3.49874702442236,-1.06361657132012,-0.800050182227136,0.531078398387235,-0.481721514069004,-0.568803923544778,-2.16991867671586,2.21667095826066,-0.355239466060851,-0.165523905909457,0.47779835839007,-0.212703834749187,-0.45832626063508,0.423123391225568,0.273140027714611,0.355431836579303,0.350784431794766,0.517961621105306,0.54388078749449,7.92631032893703,0.427419730714872,-0.124595393875598,0.775877062912526,0.645288000538846,-0.273014468331258,0.574412473556339,1.12517414635796,-0.0549423315958584,0.209899343180185,2.46570375053225,-0.666732435857412,0.578831048849955,7.76552631830424
0.0110639553758243,3.27220467288496,0.0154071660730765,2.80596452770855,0.0342451669333651,2.41411124213925,0.0270573410835651,2.37939361417655,0.0732502274282048,3.02570008371549,0.0606352687546683,4.06664713233557,0.145163078051096,2.55577023886174,0.176725228027704,3.09991086668853,0.151451558716375,2.9513531924164,288.591031521949,1.72221049692477,363.130865964546,1.43397110040539,273.864183873559,1.45269491478213,326.24761157917,0.979441087519363,394.975599995303,1.02452001466015,346.212753177129,1.40251081592609,481.704550416667,1.03773559129955,515.053498974867,1.50268910092714,491.123718326102,1.53360641492743,624.505464191738,0.828395196239486,32.2062521757747,111.625072364034,32.7489399990733,119.606181506427,35.3843521996759,121.897413074668,31.9574848704367,118.044379501914,35.0270194644713,116.902837982992,38.2680571697351,110.695980273078,48.1805080466132,119.238649427909,45.9648881922687,107.307409469216,58.0818171723393,94.8163202904964,54.263140018809,93.5846317998837,54.0923911619368,101.082917128003,52.8389717631442,110.043365594251,64.4143608586938,117.075765261417,68.3336224312682,112.552196363207,78.9202139568291,110.058480370122,-7.505919330235,3.31609992913736,3.44276390722623,-0.875590985481387,-0.614967946308525,0.530762891749454,-0.535256407050553,-0.488200372645899,-1.89314258238907,1.97522927485705,-0.387583479941833,-0.148197071245952,0.55439636243453,-0.185479897051875,-0.414878304693255,0.447710298141458,0.306720666036289,0.329474293694345,0.406674252825278,0.530032307515881,0.56593439602622,6.46761513379749,0.423508859961709,-0.137511171027311,0.736745854499951,0.56879746916172,-0.274036286827275,0.59723902678919,1.44490110574342,-0.0503078600726586,0.19067577529443,2.5518817068692,-0.724032844385103,0.57708140183694,7.5708693004237
0.010096627025978,2.82730401240268,0.0127966753892033,2.35531132322187,0.0318419259705174,2.64071387994771,0.0341792631582952,2.4066886596465,0.0713663954861216,3.14379787412762,0.0781950717496915,3.15755571507548,0.138829488605582,2.98703016945534,0.174359741570132,2.87229674427966,0.163867433228488,3.69629945569185,232.616019960652,1.5997709664929,327.275174652722,1.47723131923306,287.558877208605,1.30675991902135,368.817813081487,0.949454459134841,366.708929653418,1.14760767062706,328.392096885367,1.25236704462911,419.883799286866,0.969259079363759,467.591684285157,1.48183577691264,448.967263275484,1.39304634932045,527.064248794746,0.916990171407896,34.094441500415,115.956749026321,36.0191816050467,102.237481426668,39.83830147455,132.856141070499,40.0917757352458,127.09067121225,41.4146181230648,119.030074246944,44.352487090569,100.662789536793,55.5466495387959,115.772043528264,46.4613078842389,111.004385454251,55.1726832637831,118.086095206746,51.2713620613077,107.715608166109,58.3208451617922,110.959837260195,58.3656461577163,111.664785776907,67.200278911879,107.753536306714,53.9714013742595,120.105323641755,78.5025902418752,112.254839617192,-7.47981127448569,3.24323134646732,3.26530918291928,-1.08169419877312,-0.810672898041353,0.487932878823426,-0.591551686330908,-0.449680431133932,-2.31903572190689,1.9768107635895,-0.380304876708359,-0.191990732185617,0.464635580484329,-0.216275420873,-0.367324712309729,0.372595553620414,0.34343349696602,0.343147224259049,0.405613124181749,0.52031659552495,0.567390478463876,6.19192469605451,0.467861753721947,-0.145718274297266,0.732836374235294,0.686283238149407,-0.25451151108622,0.589807168396464,1.25959769492849,-0.0476081266973473,0.174887861444345,2.13778184142791,-0.604351543485594,0.57155136355673,8.26414017940463
