a27ev,p15rm,b16ev,b01ev,p20rm,p18rm,a29ev,b06ev,a19fc,b02ev,a16fc,a01ev,p09rm,d14fc,p05ep,p12rm,a03ev,a05ev,a21fc,a28ev,a13fc,a10ev,b16fc,b15fc,b11fc,p23rm,d17fc,p10rm,d05fc,b12ev,a11ev,a26fc,b08ev,p02rm,p25ep,p08ep,BerendsenPressureCompressibility,a28fc,b13fc,a15ev,a14ev,p04rm,a04fc,b10fc,d08fc,b07ev,p24ep,p15ep,BerendsenPressureRelaxationTime,p06ep,p03rm,a09fc,a22ev,p13ep,p08rm,a10fc,b14ev,p24rm,BerendsenPressureTarget,p18ep,p05rm,p04ep,a15fc,a20ev,p07ep,a04ev,p16rm,a03fc,d12fc,p22ep,setTemperature,a11fc,b03ev,p20ep,b13ev,b06fc,b12fc,d10fc,b02fc,a16ev,p03ep,d01fc,p23ep,p21rm,p19rm,time_factor_eq,a08ev,p25rm,b08fc,d02fc,b04ev,b14fc,cutoff,b15ev,a17ev,p22rm,d16fc,a18ev,b07fc,p12ep,p10ep,a09ev,a12ev,a23fc,d03fc,d11fc,p07rm,p16ep,box_size,a22fc,p26ep,a21ev,a08fc,p13rm,a02fc,a01fc,b11ev,b05fc,a24fc,p02ep,p01ep,a12fc,timestep,a27fc,a24ev,a02ev,b10ev,p09ep,a26ev,a30ev,d07fc,PMEGridSpacing,p01rm,a29fc,p17ep,a13ev,d15fc,b04fc,a14fc,p19ep,langevinDamping,p26rm,a07fc,p21ep,p06rm,a06fc,b09ev,time_sim1,b01fc,a05fc,a07ev,d19fc,rigidtolerance,b03fc,b09fc,a17fc,a25fc,b05ev,a18fc,p14ep,a06ev,p14rm,a23ev,d09fc,a25ev,p17rm,d06fc,a19ev,a20fc
0.9493321754610148,0.6871820716086146,0.36379391415525425,0.23124569269790016,0.13994594609638242,0.09882946922960448,0.0822758073098955,0.07183394948527107,0.05995460918378904,0.037094557672577536,0.02207876282210765,0.021939039562503336,0.021756462187920343,0.021041029161241488,0.019173470569296892,0.017625071749126114,0.01732297157620577,0.016237204604296257,0.01621175216557525,0.014925144544151163,0.01440651128031456,0.014012775832008809,0.013746247934253258,0.013264650287276742,0.013032350230736072,0.012759401249002105,0.01158461268128821,0.010732017239079676,0.009850653922138682,0.009187426697320356,0.008329386176328502,0.00801538751153307,0.007997892139047969,0.00795505610561917,0.007948366909183041,0.007847899987026853,0.007334363433349113,0.007303345983075056,0.007175049358122476,0.006938490464504017,0.006923465798665088,0.005998720856584878,0.00584373427079653,0.005696792670437923,0.005606000566801381,0.005467848995739872,0.005162500634428203,0.005062960343365923,0.0050171341629729315,0.004757827766557974,0.004719124022631101,0.0046476119011056366,0.004461143790008764,0.0043095049063956465,0.004246840481225348,0.004214552833104333,0.004208844217595211,0.004032872052694456,0.0037177390812864024,0.003702687046877492,0.003651177016959511,0.0036225197727682225,0.0034677884870919443,0.00340292896758974,0.003259145589752982,0.003235314454999905,0.0031262550935950905,0.002971603188757312,0.002891014103717781,0.002890078445773128,0.0028345670743597467,0.0028093029734103446,0.0026993649394485993,0.002579763864829164,0.002353883417915813,0.002274972808445964,0.0022708758739001266,0.002251157467591019,0.0022460768918842583,0.002224464730686734,0.0020207494354385156,0.002002769806249679,0.0019824159981516585,0.001975627444450644,0.0018646814168669474,0.0018432514379381824,0.0017670217534230116,0.0017524023010350197,0.001643339050454801,0.001634221657229038,0.0016331004674755949,0.0015970826702603287,0.001572219684514034,0.0015392603051790138,0.0015217751502464168,0.0014446014041490137,0.0014364781613665787,0.0014168109093318647,0.001399010664918615,0.0013953351099684917,0.0013649076714839633,0.0013591717940810843,0.001331288924111319,0.001316572279138109,0.0013101251692943664,0.0011958832128631774,0.0011056735754617153,0.0010703971924022548,0.0010485069806050568,0.0010326178204543473,0.0009466437033015423,0.0009158965176982229,0.0008759876678704222,0.0008092680649973216,0.000756303007650049,0.0007391639809193348,0.0007313507406402379,0.0006411755937738189,0.0006384124304873801,0.0005813723554787874,0.0005700284976579444,0.0005505042926432813,0.0005149534786240644,0.0004986487109964892,0.0004874225549438264,0.00042083450028258503,0.0003765363988252022,0.00036539889359658753,0.0003603783174608491,0.00035855240522050135,0.0003515306820662277,0.00033412596613639734,0.0003319500915631712,0.0003120218273417343,0.00030224770030725973,0.00024541299316616555,0.00020332477013998123,0.00018525594716977038,0.00017357496260352054,0.00016795753144113504,0.0001420242258301681,0.0001354564634125741,0.00011319156980323738,0.00010888116938811744,0.0001075661609203808,0.00010529458927130014,0.00010304179717055665,8.600125841618251e-05,8.199591273704208e-05,7.318609422629571e-05,7.134421098527458e-05,3.858242010406751e-05,3.515547468463955e-05,3.190432495562214e-05,3.09215904889125e-05,2.9983502977617032e-05,2.64850875782908e-05,2.6098285124683666e-05,1.9041104688608717e-05,1.728653280135841e-05,8.956380521287982e-06,8.921088268327128e-06,8.180107624469762e-06,7.158261745630455e-06,5.715856228554419e-06,5.514565129122237e-06,3.9153402977232115e-06,2.7085457394961402e-06,2.203119880099901e-06
