p42,b42,p62,p52,b82,p82,p22,p32,b32,b12,p12,b62,b11,a72,a62,a12,p92,a122,b31,a141,d21,p91,b41,b102,a101,a152,d143,p72,d132,a52,d11,a21,b91,b92,b71,a71,p11,d163,a91,a11,b22,p81,d83,d51,p31,a41,d12,a51,d181,a32,b52,d103,a22,a61,a102,p41,a42,d42,d31,a82,a131,b61,d52,a112,d62,a31,b72,a142,d153,d152,a132,d161,b51,p51,p61,b101,a81,a121,d173,p71,d93,d151,a92,d41,d123,d162,d113,d61,d171,a151,d13,d23,b21,d63,p21,d22,d142,a111,d172,d53,d141,d43,b81
1.059829636484364,0.4345892336735201,0.2928697678396701,0.254989150929181,0.1308239198380201,0.120056524995851,0.11508089947926389,0.10943424490654531,0.09519113552713226,0.06726220722931636,0.06603613677059918,0.056605606842354196,0.02611507598836743,0.02303217988221431,0.02178102246345424,0.020075465911680447,0.016668748739501013,0.014584371571284538,0.013970000295429524,0.010761761500801789,0.009877224043248081,0.009834361576789283,0.009543954858563389,0.008555733963896651,0.008027262402871393,0.007866287276583495,0.007795182736182405,0.007560186471778649,0.007341160672899719,0.007221489283078102,0.007183404330347105,0.006833051483979254,0.006571327688650474,0.006541226326394141,0.006392670652845042,0.006202387103816541,0.0061104071940971914,0.005894847223185091,0.005846256904794673,0.0055138985058261715,0.005442614447063656,0.005239432969608766,0.005142398842177907,0.005062150139881379,0.0050173384316851005,0.004506148625597448,0.004469010671175755,0.004219484826563464,0.004214659660702329,0.0038911017990297487,0.0038575841252933107,0.0038434226979687214,0.0038297904968065616,0.0035842898641100397,0.003561192764413678,0.0033557522377615666,0.0032024168670116947,0.00308098911765414,0.003015319517919291,0.002965218770781286,0.002830235089130039,0.002700200095164151,0.002690824000866198,0.0026850036594496984,0.0023627852184800124,0.0017598559006798667,0.0016094607210625728,0.0015503388457673837,0.0014889290196907193,0.001483706417865975,0.0013234517845355357,0.001175833874315707,0.001093735842013294,0.0010378166862607561,0.0010220652043730785,0.0008367338010611944,0.0007875241609181476,0.0007791832334645356,0.0006728856459757575,0.000624521053021636,0.000614326754641515,0.0005917153745939816,0.0005501406725327567,0.00045562425869062883,0.00032655271116058753,0.0002728760272596487,0.00027100360856109634,0.00017976113776241943,0.00012440662781809778,0.00011817467655701736,9.726249823819775e-05,9.273886004495818e-05,5.848291141504662e-05,5.5486338016765284e-05,4.525672504522214e-05,2.283663059999174e-05,1.9362044519384204e-05,1.470658035429166e-05,1.3451509315471583e-05,1.2544066809377648e-05,8.082704479688621e-06,7.085505694174109e-06,1.4326808111517826e-06

