b12,p42,p62,b62,b82,p52,b42,b32,a112,a52,p32,b92,p82,a152,p22,b22,b11,p12,a22,a62,a42,a61,d21,p72,d42,a92,d152,p11,d143,d12,a71,p92,d132,a32,d142,p31,a102,d181,d61,a72,a121,p21,a101,d103,a142,d63,b52,d173,a82,b61,d83,d11,b72,a151,d162,d31,d22,a11,b51,p81,d123,d93,d151,p41,d113,a141,d161,d41,d62,d163,d51,p71,a111,b41,d13,a91,a81,a132,p91,p61,a12,b81,d141,d23,a122,a31,b91,d52,a51,b71,b102,a41,d53,d171,d153,b101,a21,d172,b31,d43,a131,b21,p51
1.00239,0.8703958609570367,0.7667903291553695,0.6130196758209948,0.522853092366074,0.4507651199385629,0.2659589960736102,0.11874338859095426,0.10680524072051005,0.09753227092178891,0.0764633951981753,0.07265952484144712,0.06779523812713764,0.06723223496780871,0.06219028507252975,0.052067752885780354,0.04846126262635779,0.03308173685883559,0.026489116470693994,0.025218049590211736,0.02304583241443628,0.02206307571615013,0.02172816054136255,0.021683224013354964,0.02110207428714359,0.019993791366816702,0.01960302025824494,0.017716892797610406,0.01749622884351313,0.01684324750655148,0.01661711364660034,0.01615865253777274,0.013419219112913619,0.011714714037144159,0.011679713237445388,0.011058020237911942,0.010503155051345208,0.010443348076321688,0.010124075136368899,0.009237444629034036,0.008690511287137477,0.008664835671754504,0.008641201825853168,0.008370795873542785,0.008281348317110037,0.007800050385769354,0.007415253988545297,0.007356418613055431,0.007130601321344413,0.0068875153132008544,0.006349686740398813,0.00615146582434704,0.005593206707014931,0.005437191552643602,0.005145028027897879,0.004565111441826443,0.004451381552534279,0.004140759148323636,0.004123014727845973,0.003858616841008553,0.0036980595462501563,0.003694919060405894,0.0027213708800517197,0.002534126090435406,0.0024530374792330304,0.0023255165346008078,0.0020960988811803633,0.0019507528120810218,0.0018606773722935905,0.0015926737212176496,0.001343224823182869,0.001327620793441473,0.001301829237988739,0.0011696123956005456,0.0011533666415134564,0.000991394456187395,0.0009898745736476471,0.0009686191774159521,0.000909703874880747,0.0008433588425329321,0.0006429578905369585,0.0006059559456877163,0.00042084372758167477,0.0003781908063379899,0.0003558817039690095,0.0003459552737490968,0.0003122062823194982,0.0002191958665222582,0.00013906649702669676,0.0001381487684156373,0.00011143021018008556,8.71384674623952e-05,7.486588653544141e-05,7.319655019504903e-05,6.589165228765547e-05,4.5497107500859615e-05,3.506531503611721e-05,2.256340597962234e-05,1.3739575380809165e-05,1.0974901859500791e-05,7.781537833186243e-06,6.971052734414823e-06,3.006684912630343e-06
